Date,SPY
2000-04-10,95.26416778564453
2000-04-11,94.98782348632812
2000-04-12,92.38278198242188
2000-04-13,91.09996795654297
2000-04-14,85.88970947265625
2000-04-17,88.88956451416016
2000-04-18,91.23809814453125
2000-04-19,90.38943481445312
2000-04-20,90.82364654541016
2000-04-24,89.83686828613281
2000-04-25,93.56686401367188
2000-04-26,92.51103210449219
2000-04-27,92.20513916015625
2000-04-28,91.63282012939453
2000-05-01,92.8761978149414
2000-05-02,91.02095794677734
2000-05-03,88.88956451416016
2000-05-04,89.5605239868164
2000-05-05,90.64602661132812
2000-05-08,89.96513366699219
2000-05-09,89.24478912353516
2000-05-10,87.23172760009766
2000-05-11,89.22505950927734
2000-05-12,90.19212341308594
2000-05-15,91.75120544433594
2000-05-16,92.6393814086914
2000-05-17,91.67227935791016
2000-05-18,90.5473403930664
2000-05-19,89.12632751464844
2000-05-22,88.45535278320312
2000-05-23,87.1528091430664
2000-05-24,88.57379150390625
2000-05-25,87.05416107177734
2000-05-26,87.1528091430664
2000-05-30,89.99473571777344
2000-05-31,90.19212341308594
2000-06-01,91.77094268798828
2000-06-02,93.36951446533203
2000-06-05,92.91564178466797
2000-06-06,92.50117492675781
2000-06-07,93.14258575439453
2000-06-08,92.77745819091797
2000-06-09,92.5801010131836
2000-06-12,91.4946517944336
2000-06-13,93.21166229248047
2000-06-14,93.36951446533203
2000-06-15,93.56686401367188
2000-06-16,92.79808807373047
2000-06-19,93.9849624633789
2000-06-20,93.64875030517578
2000-06-21,93.60916137695312
2000-06-22,92.18487548828125
2000-06-23,91.39356994628906
2000-06-26,92.5705795288086
2000-06-27,91.88811492919922
2000-06-28,92.14527893066406
2000-06-29,91.27484893798828
2000-06-30,91.96723175048828
2000-07-03,93.23332977294922
2000-07-05,91.55184173583984
2000-07-06,92.26396179199219
2000-07-07,93.74766540527344
2000-07-10,93.58934783935547
2000-07-11,93.78714752197266
2000-07-12,94.4004898071289
2000-07-13,94.81590270996094
2000-07-14,95.74565124511719
2000-07-17,95.5873794555664
2000-07-18,94.80599975585938
2000-07-19,94.04440307617188
2000-07-20,95.35002899169922
2000-07-21,93.49046325683594
2000-07-24,92.9563217163086
2000-07-25,93.2530517578125
2000-07-26,92.34312438964844
2000-07-27,92.0265884399414
2000-07-28,89.94947052001953
2000-07-31,90.52318572998047
2000-08-01,91.07706451416016
2000-08-02,91.53203582763672
2000-08-03,92.16509246826172
2000-08-04,92.65962982177734
2000-08-07,93.76738739013672
2000-08-08,94.12346649169922
2000-08-09,93.33224487304688
2000-08-10,92.87723541259766
2000-08-11,93.31244659423828
2000-08-14,94.49935150146484
2000-08-15,94.42025756835938
2000-08-16,94.0839614868164
2000-08-17,95.07304382324219
2000-08-18,94.75650024414062
2000-08-21,95.2708740234375
2000-08-22,95.1126708984375
2000-08-23,95.48846435546875
2000-08-24,95.78519439697266
2000-08-25,95.74565124511719
2000-08-28,96.07202911376953
2000-08-29,96.09182739257812
2000-08-30,95.17193603515625
2000-08-31,96.4380111694336
2000-09-01,96.53697204589844
2000-09-05,95.76538848876953
2000-09-06,94.67739868164062
2000-09-07,95.48846435546875
2000-09-08,94.83565521240234
2000-09-11,94.6971664428711
2000-09-12,94.0047836303711
2000-09-13,94.25210571289062
2000-09-14,94.72685241699219
2000-09-15,92.6543960571289
2000-09-18,91.80168151855469
2000-09-19,92.63459014892578
2000-09-20,91.95037078857422
2000-09-21,90.55225372314453
2000-09-22,92.1982421875
2000-09-25,91.54388427734375
2000-09-26,90.373779296875
2000-09-27,90.84971618652344
2000-09-28,92.01979064941406
2000-09-29,91.14722442626953
2000-10-02,91.28604888916016
2000-10-03,90.43328857421875
2000-10-04,91.18689727783203
2000-10-05,91.50418853759766
2000-10-06,89.52102661132812
2000-10-09,88.84672546386719
2000-10-10,87.3791732788086
2000-10-11,86.64537811279297
2000-10-12,84.48372650146484
2000-10-13,87.29985046386719
2000-10-16,87.69650268554688
2000-10-17,85.51496124267578
2000-10-18,85.19764709472656
2000-10-19,88.41038513183594
2000-10-20,88.7872314453125
2000-10-23,89.18384552001953
2000-10-24,88.5888900756836
2000-10-25,86.50658416748047
2000-10-26,86.74459838867188
2000-10-27,88.39054870605469
2000-10-30,89.18384552001953
2000-10-31,90.72083282470703
2000-11-01,90.4134292602539
2000-11-02,90.56214141845703
2000-11-03,90.61174774169922
2000-11-06,91.24634552001953
2000-11-07,91.22653198242188
2000-11-08,89.20372009277344
2000-11-09,88.86653900146484
2000-11-10,86.70491027832031
2000-11-13,86.03060150146484
2000-11-14,88.29139709472656
2000-11-15,88.569091796875
2000-11-16,87.18083190917969
2000-11-17,86.71480560302734
2000-11-20,85.47526550292969
2000-11-21,85.91161346435547
2000-11-22,83.85901641845703
2000-11-24,85.57445526123047
2000-11-27,86.3280258178711
2000-11-28,84.8406753540039
2000-11-29,84.6820297241211
2000-11-30,83.9482650756836
2000-12-01,83.90859985351562
2000-12-04,84.6225357055664
2000-12-05,87.39897918701172
2000-12-06,86.00082397460938
2000-12-07,84.82086944580078
2000-12-08,85.0191650390625
2000-12-11,87.97413635253906
2000-12-12,87.59732818603516
2000-12-13,86.39747619628906
2000-12-14,85.29679870605469
2000-12-15,83.37023162841797
2000-12-18,84.48423767089844
2000-12-19,82.76354217529297
2000-12-20,80.36647033691406
2000-12-21,80.92344665527344
2000-12-22,83.350341796875
2000-12-26,84.2455062866211
2000-12-27,84.86219787597656
2000-12-28,85.12080383300781
2000-12-29,83.50946807861328
2001-01-02,81.99761199951172
2001-01-03,85.93641662597656
2001-01-04,85.01138305664062
2001-01-05,82.23637390136719
2001-01-08,82.8729248046875
2001-01-09,82.65411376953125
2001-01-10,84.10626220703125
2001-01-11,84.18583679199219
2001-01-12,84.02669525146484
2001-01-16,84.56378936767578
2001-01-17,84.95173645019531
2001-01-18,85.79714965820312
2001-01-19,85.309814453125
2001-01-22,85.87673950195312
2001-01-23,86.5531005859375
2001-01-24,86.8116226196289
2001-01-25,86.5928726196289
2001-01-26,86.49341583251953
2001-01-29,86.95491790771484
2001-01-30,87.71875762939453
2001-01-31,87.2222671508789
2001-02-01,87.80152130126953
2001-02-02,85.80909729003906
2001-02-05,86.43928527832031
2001-02-06,86.1846694946289
2001-02-07,85.73907470703125
2001-02-08,84.73965454101562
2001-02-09,83.92484283447266
2001-02-12,84.8861083984375
2001-02-13,84.19216918945312
2001-02-14,84.06495666503906
2001-02-15,84.87969970703125
2001-02-16,83.00819396972656
2001-02-20,81.72869873046875
2001-02-21,79.96538543701172
2001-02-22,80.08631134033203
2001-02-23,79.54527282714844
2001-02-26,81.23851776123047
2001-02-27,80.48737335205078
2001-02-28,78.90238189697266
2001-03-01,79.31610107421875
2001-03-02,78.68592834472656
2001-03-05,79.40522003173828
2001-03-06,80.25823211669922
2001-03-07,80.83116149902344
2001-03-08,80.9202651977539
2001-03-09,78.52677154541016
2001-03-12,75.16568756103516
2001-03-13,76.4006118774414
2001-03-14,74.89198303222656
2001-03-15,74.91107940673828
2001-03-16,73.40858459472656
2001-03-19,74.90216064453125
2001-03-20,72.89157104492188
2001-03-21,71.65331268310547
2001-03-22,70.92562103271484
2001-03-23,73.07028198242188
2001-03-26,74.00218963623047
2001-03-27,75.51486206054688
2001-03-28,73.42774200439453
2001-03-29,73.70857238769531
2001-03-30,74.48088073730469
2001-04-02,72.89157104492188
2001-04-03,70.4596939086914
2001-04-04,70.75331115722656
2001-04-05,73.43409729003906
2001-04-06,72.3171157836914
2001-04-09,73.12134552001953
2001-04-10,74.45535278320312
2001-04-11,74.5064468383789
2001-04-12,75.85958099365234
2001-04-16,75.06172943115234
2001-04-17,76.12128448486328
2001-04-18,79.1467056274414
2001-04-19,80.19984436035156
2001-04-20,79.46585083007812
2001-04-23,78.0233154296875
2001-04-24,77.60206604003906
2001-04-25,78.61692810058594
2001-04-26,78.96798706054688
2001-04-27,80.2828369140625
2001-04-30,80.84451293945312
2001-05-01,81.09343719482422
2001-05-02,80.94664764404297
2001-05-03,79.91899871826172
2001-05-04,81.27855682373047
2001-05-07,80.57646179199219
2001-05-08,80.53812408447266
2001-05-09,80.19984436035156
2001-05-10,80.43603515625
2001-05-11,79.8807373046875
2001-05-14,80.0403060913086
2001-05-15,80.4104995727539
2001-05-16,82.30621337890625
2001-05-17,82.43384552001953
2001-05-18,82.81044006347656
2001-05-21,84.02953338623047
2001-05-22,83.92103576660156
2001-05-23,82.4976806640625
2001-05-24,82.74021911621094
2001-05-25,81.76370239257812
2001-05-29,81.11263275146484
2001-05-30,79.9764633178711
2001-05-31,80.39136505126953
2001-06-01,80.88922882080078
2001-06-04,81.27855682373047
2001-06-05,82.21047973632812
2001-06-06,81.52748107910156
2001-06-07,81.82110595703125
2001-06-08,81.06153106689453
2001-06-11,80.4870834350586
2001-06-12,80.34664916992188
2001-06-13,79.6573257446289
2001-06-14,77.87013244628906
2001-06-15,77.99562072753906
2001-06-18,77.61793518066406
2001-06-19,77.95719146728516
2001-06-20,78.36685943603516
2001-06-21,79.25657653808594
2001-06-22,78.63571166992188
2001-06-25,77.91239929199219
2001-06-26,77.8036117553711
2001-06-27,77.75878143310547
2001-06-28,78.18762969970703
2001-06-29,78.47563934326172
2001-07-02,79.45503997802734
2001-07-03,79.43585205078125
2001-07-05,77.88677978515625
2001-07-06,76.2033462524414
2001-07-09,76.61941528320312
2001-07-10,75.69766235351562
2001-07-11,75.77445983886719
2001-07-12,77.5731201171875
2001-07-13,78.2452392578125
2001-07-16,77.26588439941406
2001-07-17,77.98920440673828
2001-07-18,77.45794677734375
2001-07-19,78.13640594482422
2001-07-20,77.66915893554688
2001-07-23,76.13932037353516
2001-07-24,75.40324401855469
2001-07-25,76.2353515625
2001-07-26,77.03548431396484
2001-07-27,77.32991027832031
2001-07-30,77.35551452636719
2001-07-31,77.67556762695312
2001-08-01,78.16200256347656
2001-08-02,78.4820556640625
2001-08-03,78.05323791503906
2001-08-06,77.00346374511719
2001-08-07,77.30430603027344
2001-08-08,75.87049865722656
2001-08-09,76.09453582763672
2001-08-10,76.35697174072266
2001-08-13,76.37616729736328
2001-08-14,76.34416198730469
2001-08-15,75.68485260009766
2001-08-16,75.9472885131836
2001-08-17,74.73111724853516
2001-08-20,75.42242431640625
2001-08-21,74.1358413696289
2001-08-22,74.9039535522461
2001-08-23,74.63508605957031
2001-08-24,76.18414306640625
2001-08-27,75.72966003417969
2001-08-28,74.62228393554688
2001-08-29,73.95660400390625
2001-08-30,72.5356216430664
2001-08-31,73.06684875488281
2001-09-04,72.5995864868164
2001-09-05,72.77884674072266
2001-09-06,70.90335083007812
2001-09-07,69.59113311767578
2001-09-10,70.44247436523438
2001-09-17,66.76193237304688
2001-09-18,66.60191345214844
2001-09-19,65.25770568847656
2001-09-20,63.18379592895508
2001-09-21,62.502113342285156
2001-09-24,64.699462890625
2001-09-25,65.37407684326172
2001-09-26,65.14278411865234
2001-09-27,65.70814514160156
2001-09-28,67.1023941040039
2001-10-01,66.99317169189453
2001-10-02,67.83484649658203
2001-10-03,68.97205352783203
2001-10-04,69.02989959716797
2001-10-05,68.89497375488281
2001-10-08,68.44522094726562
2001-10-09,68.07896423339844
2001-10-10,69.59527587890625
2001-10-11,70.67467498779297
2001-10-12,70.35340881347656
2001-10-15,70.22490692138672
2001-10-16,70.66827392578125
2001-10-17,69.16483306884766
2001-10-18,69.01700592041016
2001-10-19,68.97205352783203
2001-10-22,70.33414459228516
2001-10-23,69.97431182861328
2001-10-24,69.78804016113281
2001-10-25,71.0408935546875
2001-10-26,70.88026428222656
2001-10-29,69.0362777709961
2001-10-30,68.20748138427734
2001-10-31,67.97618865966797
2001-11-01,69.71736907958984
2001-11-02,70.1927490234375
2001-11-05,71.111572265625
2001-11-06,72.21668243408203
2001-11-07,72.12029266357422
2001-11-08,72.34516906738281
2001-11-09,72.42229461669922
2001-11-12,71.97895812988281
2001-11-13,73.59803009033203
2001-11-14,73.66871643066406
2001-11-15,73.80361938476562
2001-11-16,73.47594451904297
2001-11-19,74.38188171386719
2001-11-20,73.75867462158203
2001-11-21,73.27037811279297
2001-11-23,74.32405090332031
2001-11-26,74.48469543457031
2001-11-27,74.16342163085938
2001-11-28,72.82060241699219
2001-11-29,73.80361938476562
2001-11-30,73.27677917480469
2001-12-03,72.83985900878906
2001-12-04,74.07350158691406
2001-12-05,75.42915344238281
2001-12-06,75.39064025878906
2001-12-07,74.88946533203125
2001-12-10,73.48883056640625
2001-12-11,73.34103393554688
2001-12-12,73.42457580566406
2001-12-13,71.99822235107422
2001-12-14,72.68569946289062
2001-12-17,73.43746185302734
2001-12-18,73.87433624267578
2001-12-19,74.39473724365234
2001-12-20,73.66229248046875
2001-12-21,74.10909271240234
2001-12-24,73.96722412109375
2001-12-26,74.37340545654297
2001-12-27,74.82467651367188
2001-12-28,74.78602600097656
2001-12-31,73.69004821777344
2002-01-02,74.4830093383789
2002-01-03,75.32756042480469
2002-01-04,75.83040618896484
2002-01-07,75.29534149169922
2002-01-08,75.1212387084961
2002-01-09,74.5087661743164
2002-01-10,74.83759307861328
2002-01-11,74.10264587402344
2002-01-14,73.63844299316406
2002-01-15,74.2380142211914
2002-01-16,72.7358169555664
2002-01-17,73.28384399414062
2002-01-18,72.94860076904297
2002-01-22,72.44573211669922
2002-01-23,73.00017547607422
2002-01-24,73.2258071899414
2002-01-25,73.20647430419922
2002-01-28,73.40634155273438
2002-01-29,71.09827423095703
2002-01-30,72.12336730957031
2002-01-31,72.96794128417969
2002-02-01,72.62623596191406
2002-02-04,70.82102966308594
2002-02-05,70.38267517089844
2002-02-06,70.07965850830078
2002-02-07,69.64124298095703
2002-02-08,70.97577667236328
2002-02-11,71.8461685180664
2002-02-12,71.62051391601562
2002-02-13,72.38126373291016
2002-02-14,72.24586486816406
2002-02-15,71.49154663085938
2002-02-19,70.1183090209961
2002-02-20,71.29813385009766
2002-02-21,69.82176971435547
2002-02-22,70.6856689453125
2002-02-25,71.85260772705078
2002-02-26,71.70430755615234
2002-02-27,71.98155212402344
2002-02-28,71.6591796875
2002-03-01,73.32897186279297
2002-03-04,74.62483215332031
2002-03-05,74.38627624511719
2002-03-06,75.26954650878906
2002-03-07,75.10835266113281
2002-03-08,75.42424011230469
2002-03-11,75.58539581298828
2002-03-12,75.54032135009766
2002-03-13,74.81180572509766
2002-03-14,74.7086410522461
2002-03-15,75.42049407958984
2002-03-18,75.43341064453125
2002-03-19,75.93771362304688
2002-03-20,74.50884246826172
2002-03-21,74.54119873046875
2002-03-22,74.37955474853516
2002-03-25,73.45494842529297
2002-03-26,73.88168334960938
2002-03-27,74.07567596435547
2002-03-28,74.04335021972656
2002-04-01,74.07567596435547
2002-04-02,73.66837310791016
2002-04-03,73.15109252929688
2002-04-04,72.84718322753906
2002-04-05,72.86013793945312
2002-04-08,73.01531219482422
2002-04-09,72.50453186035156
2002-04-10,73.32567596435547
2002-04-11,71.50237274169922
2002-04-12,72.03900909423828
2002-04-15,71.48944854736328
2002-04-16,73.18986511230469
2002-04-17,73.03469848632812
2002-04-18,72.71791076660156
2002-04-19,72.98298645019531
2002-04-22,71.76747131347656
2002-04-23,71.45709228515625
2002-04-24,70.73945617675781
2002-04-25,70.77822875976562
2002-04-26,69.43339538574219
2002-04-29,69.0907211303711
2002-04-30,69.7373046875
2002-05-01,70.59071350097656
2002-05-02,70.31916046142578
2002-05-03,69.55623626708984
2002-05-06,68.19200897216797
2002-05-07,67.95280456542969
2002-05-08,70.48081970214844
2002-05-09,69.66616821289062
2002-05-10,68.3536605834961
2002-05-13,69.7437515258789
2002-05-14,71.26314544677734
2002-05-15,70.9851303100586
2002-05-16,71.35367584228516
2002-05-17,71.70279693603516
2002-05-20,70.92694091796875
2002-05-21,70.28041076660156
2002-05-22,70.43558502197266
2002-05-23,71.18561553955078
2002-05-24,70.27394104003906
2002-05-28,69.89247131347656
2002-05-29,69.3752670288086
2002-05-30,69.18122863769531
2002-05-31,69.32347106933594
2002-06-03,67.4808120727539
2002-06-04,67.64889526367188
2002-06-05,68.2825698852539
2002-06-06,66.89244079589844
2002-06-07,66.81485748291016
2002-06-10,67.07347869873047
2002-06-11,65.92264556884766
2002-06-12,66.32349395751953
2002-06-13,65.65751647949219
2002-06-14,65.5605697631836
2002-06-17,67.31915283203125
2002-06-18,67.86875915527344
2002-06-19,66.28471374511719
2002-06-20,65.43769836425781
2002-06-21,64.41451263427734
2002-06-24,64.75191497802734
2002-06-25,63.29856491088867
2002-06-26,63.402347564697266
2002-06-27,64.51183319091797
2002-06-28,64.20689392089844
2002-07-01,62.95466232299805
2002-07-02,61.61809539794922
2002-07-03,61.9684944152832
2002-07-05,64.43399810791016
2002-07-08,63.62945556640625
2002-07-09,62.0268669128418
2002-07-10,59.769012451171875
2002-07-11,60.25560760498047
2002-07-12,59.593807220458984
2002-07-15,59.911705017089844
2002-07-16,58.756839752197266
2002-07-17,58.87361526489258
2002-07-18,56.96610641479492
2002-07-19,54.96126174926758
2002-07-22,53.33271026611328
2002-07-23,51.87290954589844
2002-07-24,54.96772384643555
2002-07-25,54.5006217956543
2002-07-26,55.5387077331543
2002-07-29,58.2442626953125
2002-07-30,59.00339126586914
2002-07-31,59.14616394042969
2002-08-01,57.601951599121094
2002-08-02,56.310794830322266
2002-08-05,54.35138702392578
2002-08-06,56.181034088134766
2002-08-07,57.1607551574707
2002-08-08,59.0098991394043
2002-08-09,59.23047637939453
2002-08-12,58.795799255371094
2002-08-13,57.725223541259766
2002-08-14,59.833885192871094
2002-08-15,60.66435241699219
2002-08-16,60.482704162597656
2002-08-19,61.89712142944336
2002-08-20,61.2418098449707
2002-08-21,62.124202728271484
2002-08-22,62.72758865356445
2002-08-23,61.378082275390625
2002-08-26,61.80626678466797
2002-08-27,61.09259796142578
2002-08-28,59.75602340698242
2002-08-29,59.78196716308594
2002-08-30,59.548370361328125
2002-09-03,57.27753448486328
2002-09-04,58.095035552978516
2002-09-05,57.601951599121094
2002-09-06,58.39353942871094
2002-09-09,58.82172393798828
2002-09-10,59.496490478515625
2002-09-11,59.12665557861328
2002-09-12,58.036685943603516
2002-09-13,58.17938995361328
2002-09-16,58.3221321105957
2002-09-17,56.98556900024414
2002-09-18,56.414588928222656
2002-09-19,54.954769134521484
2002-09-20,54.97303009033203
2002-09-23,54.523338317871094
2002-09-24,53.643497467041016
2002-09-25,54.97303009033203
2002-09-26,55.87240982055664
2002-09-27,53.93025588989258
2002-09-30,53.304588317871094
2002-10-01,55.86589431762695
2002-10-02,54.19096755981445
2002-10-03,53.643497467041016
2002-10-04,52.6594123840332
2002-10-07,51.57100296020508
2002-10-08,52.37914276123047
2002-10-09,50.899757385253906
2002-10-10,52.54860305786133
2002-10-11,54.84920120239258
2002-10-14,55.15550994873047
2002-10-15,57.80802917480469
2002-10-16,56.40682601928711
2002-10-17,57.52778244018555
2002-10-18,57.7689208984375
2002-10-21,58.76607131958008
2002-10-22,58.342464447021484
2002-10-23,58.785614013671875
2002-10-24,57.58644485473633
2002-10-25,58.785614013671875
2002-10-28,58.40111541748047
2002-10-29,57.72330856323242
2002-10-30,58.28380584716797
2002-10-31,57.69071578979492
2002-11-01,58.83124923706055
2002-11-04,59.3917236328125
2002-11-05,59.860965728759766
2002-11-06,60.63650131225586
2002-11-07,59.15056228637695
2002-11-08,58.42716979980469
2002-11-11,57.52126693725586
2002-11-12,57.97749710083008
2002-11-13,58.03612518310547
2002-11-14,59.13102340698242
2002-11-15,59.567684173583984
2002-11-18,58.96809387207031
2002-11-19,58.889888763427734
2002-11-20,60.19987106323242
2002-11-21,61.32085037231445
2002-11-22,60.88416290283203
2002-11-25,60.92325973510742
2002-11-26,59.76318359375
2002-11-27,61.44466781616211
2002-11-29,61.24916076660156
2002-12-02,61.346885681152344
2002-12-03,60.525718688964844
2002-12-04,60.25199890136719
2002-12-05,59.58723068237305
2002-12-06,59.97825622558594
2002-12-09,58.329383850097656
2002-12-10,59.11148452758789
2002-12-11,59.16361999511719
2002-12-12,59.157100677490234
2002-12-13,58.22512435913086
2002-12-16,59.730628967285156
2002-12-17,59.209205627441406
2002-12-18,58.5249137878418
2002-12-19,58.10779571533203
2002-12-20,58.936981201171875
2002-12-23,58.95663070678711
2002-12-24,58.517818450927734
2002-12-26,58.54399108886719
2002-12-27,57.22761535644531
2002-12-30,57.7056884765625
2002-12-31,57.784297943115234
2003-01-02,59.644283294677734
2003-01-03,59.82767105102539
2003-01-06,60.882118225097656
2003-01-07,60.73145294189453
2003-01-08,59.853878021240234
2003-01-09,60.78387451171875
2003-01-10,60.94759750366211
2003-01-13,60.9279670715332
2003-01-14,61.12443161010742
2003-01-15,60.51533126831055
2003-01-16,60.2664909362793
2003-01-17,59.375770568847656
2003-01-21,58.45229721069336
2003-01-22,57.744998931884766
2003-01-23,58.098663330078125
2003-01-24,56.57268142700195
2003-01-27,55.79986572265625
2003-01-28,56.21246337890625
2003-01-29,56.638187408447266
2003-01-30,55.29554748535156
2003-01-31,56.36309814453125
2003-02-03,56.47444152832031
2003-02-04,55.9177360534668
2003-02-05,55.57065963745117
2003-02-06,55.30863571166992
2003-02-07,54.634071350097656
2003-02-10,55.020511627197266
2003-02-11,54.640663146972656
2003-02-12,53.76957702636719
2003-02-13,53.933319091796875
2003-02-14,55.11214828491211
2003-02-18,56.081485748291016
2003-02-19,55.786781311035156
2003-02-20,55.23005294799805
2003-02-21,55.786781311035156
2003-02-24,54.88296890258789
2003-02-25,55.3217658996582
2003-02-26,54.516212463378906
2003-02-27,55.23664093017578
2003-02-28,55.60337829589844
2003-03-03,55.07289123535156
2003-03-04,54.19527816772461
2003-03-05,54.653724670410156
2003-03-06,54.19527816772461
2003-03-07,54.568603515625
2003-03-10,53.258758544921875
2003-03-11,52.734798431396484
2003-03-12,53.088443756103516
2003-03-13,54.9222412109375
2003-03-14,55.099082946777344
2003-03-17,56.83464431762695
2003-03-18,57.16864013671875
2003-03-19,57.6074333190918
2003-03-20,57.73188400268555
2003-03-21,58.964141845703125
2003-03-24,57.00461196899414
2003-03-25,57.550418853759766
2003-03-26,57.261077880859375
2003-03-27,57.30710220336914
2003-03-28,57.017784118652344
2003-03-31,55.72235107421875
2003-04-01,56.57719039916992
2003-04-02,57.9449577331543
2003-04-03,57.668766021728516
2003-04-04,58.01069259643555
2003-04-07,57.898921966552734
2003-04-08,57.990966796875
2003-04-09,57.22821807861328
2003-04-10,57.543827056884766
2003-04-11,57.30710220336914
2003-04-14,58.49073791503906
2003-04-15,59.03651809692383
2003-04-16,58.03043746948242
2003-04-17,58.89182662963867
2003-04-21,58.95100784301758
2003-04-22,60.06232452392578
2003-04-23,60.61464309692383
2003-04-24,60.07546615600586
2003-04-25,59.33241653442383
2003-04-28,60.35822677612305
2003-04-29,60.56864547729492
2003-04-30,60.43714904785156
2003-05-01,60.43058776855469
2003-05-02,61.2919921875
2003-05-05,61.17363357543945
2003-05-06,61.75226593017578
2003-05-07,61.41032028198242
2003-05-08,60.792213439941406
2003-05-09,61.633914947509766
2003-05-12,62.39010238647461
2003-05-13,62.27835464477539
2003-05-14,62.14680480957031
2003-05-15,62.54133224487305
2003-05-16,62.383541107177734
2003-05-19,60.923728942871094
2003-05-20,60.798789978027344
2003-05-21,60.923728942871094
2003-05-22,61.5286865234375
2003-05-23,61.653648376464844
2003-05-27,62.73204040527344
2003-05-28,62.90961837768555
2003-05-29,62.745182037353516
2003-05-30,63.75125503540039
2003-06-02,64.0143051147461
2003-06-03,64.27731323242188
2003-06-04,65.20450592041016
2003-06-05,65.5267105102539
2003-06-06,65.27030181884766
2003-06-09,64.60613250732422
2003-06-10,65.2636947631836
2003-06-11,65.95414733886719
2003-06-12,66.15799713134766
2003-06-13,65.467529296875
2003-06-16,66.84844970703125
2003-06-17,66.84844970703125
2003-06-18,66.78923797607422
2003-06-19,65.77000427246094
2003-06-20,65.62484741210938
2003-06-23,64.95165252685547
2003-06-24,65.0177001953125
2003-06-25,64.36434936523438
2003-06-26,65.20246887207031
2003-06-27,64.45013427734375
2003-06-30,64.4303207397461
2003-07-01,65.0242919921875
2003-07-02,65.84256744384766
2003-07-03,65.16285705566406
2003-07-07,66.45635986328125
2003-07-08,66.75334167480469
2003-07-09,66.37715911865234
2003-07-10,65.53245544433594
2003-07-11,66.15278625488281
2003-07-14,66.47614288330078
2003-07-15,66.33094024658203
2003-07-16,65.94158935546875
2003-07-17,65.00447845458984
2003-07-18,65.67102813720703
2003-07-21,64.85929107666016
2003-07-22,65.4466552734375
2003-07-23,65.49283599853516
2003-07-24,64.99789428710938
2003-07-25,66.14617919921875
2003-07-28,65.9020004272461
2003-07-29,65.59847259521484
2003-07-30,65.44002532958984
2003-07-31,65.59183502197266
2003-08-01,65.01106262207031
2003-08-04,65.01106262207031
2003-08-05,63.63180923461914
2003-08-06,64.00135803222656
2003-08-07,64.67449951171875
2003-08-08,64.85929107666016
2003-08-11,65.10347747802734
2003-08-12,65.69744110107422
2003-08-13,65.3608169555664
2003-08-14,65.53903198242188
2003-08-15,65.74361419677734
2003-08-18,66.31114196777344
2003-08-19,66.56195068359375
2003-08-20,66.29137420654297
2003-08-21,66.50254821777344
2003-08-22,65.84256744384766
2003-08-25,65.9482192993164
2003-08-26,66.06700134277344
2003-08-27,66.08679962158203
2003-08-28,66.4959487915039
2003-08-29,66.9446792602539
2003-09-02,67.84223937988281
2003-09-03,68.21183013916016
2003-09-04,68.24481201171875
2003-09-05,67.86206817626953
2003-09-08,68.4229736328125
2003-09-09,67.97423553466797
2003-09-10,67.28787231445312
2003-09-11,67.48587799072266
2003-09-12,67.61125946044922
2003-09-15,67.3736572265625
2003-09-16,68.35700225830078
2003-09-17,68.2249984741211
2003-09-18,69.03016662597656
2003-09-19,68.67902374267578
