Date,XLI
2000-09-27,19.2191104888916
2000-09-28,19.476163864135742
2000-09-29,19.337749481201172
2000-10-02,19.14002799987793
2000-10-03,19.51570701599121
2000-10-04,19.65411949157715
2000-10-05,19.67389488220215
2000-10-06,19.14002799987793
2000-10-09,19.258665084838867
2000-10-10,19.001617431640625
2000-10-11,18.665483474731445
2000-10-12,18.24036407470703
2000-10-13,18.80389404296875
2000-10-16,19.06093978881836
2000-10-17,18.546852111816406
2000-10-18,18.21070098876953
2000-10-19,18.52707290649414
2000-10-20,18.625934600830078
2000-10-23,18.843435287475586
2000-10-24,19.14002799987793
2000-10-25,18.78411293029785
2000-10-26,18.882986068725586
2000-10-27,18.87310028076172
2000-10-30,19.080707550048828
2000-10-31,19.772754669189453
2000-11-01,19.79253387451172
2000-11-02,19.75297737121582
2000-11-03,19.59480094909668
2000-11-06,19.772754669189453
2000-11-07,19.85184669494629
2000-11-08,19.72332000732422
2000-11-09,19.85184669494629
2000-11-10,19.397064208984375
2000-11-13,19.041168212890625
2000-11-14,19.416841506958008
2000-11-15,19.456396102905273
2000-11-16,19.555252075195312
2000-11-17,19.476163864135742
2000-11-20,19.1993465423584
2000-11-21,19.436614990234375
2000-11-22,19.120254516601562
2000-11-24,19.436614990234375
2000-11-27,19.476163864135742
2000-11-28,19.22900390625
2000-11-29,19.38718032836914
2000-11-30,19.100479125976562
2000-12-01,19.2685604095459
2000-12-04,19.79253387451172
2000-12-05,20.514232635498047
2000-12-06,20.10890007019043
2000-12-07,20.049570083618164
2000-12-08,20.395599365234375
2000-12-11,20.62298011779785
2000-12-12,20.31651496887207
2000-12-13,19.960601806640625
2000-12-14,19.53547477722168
2000-12-15,19.219715118408203
2000-12-18,19.577091217041016
2000-12-19,19.23957061767578
2000-12-20,18.604204177856445
2000-12-21,18.71339988708496
2000-12-22,19.16013526916504
2000-12-26,19.378541946411133
2000-12-27,19.696224212646484
2000-12-28,19.984134674072266
2000-12-29,19.85506820678711
2001-01-02,18.971525192260742
2001-01-03,19.795499801635742
2001-01-04,19.954349517822266
2001-01-05,19.378541946411133
2001-01-08,19.219715118408203
2001-01-09,19.279277801513672
2001-01-10,19.457965850830078
2001-01-11,19.696224212646484
2001-01-12,19.63666534423828
2001-01-16,19.825292587280273
2001-01-17,19.795499801635742
2001-01-18,19.92456817626953
2001-01-19,19.71607780456543
2001-01-22,19.676374435424805
2001-01-23,19.934486389160156
2001-01-24,19.825292587280273
2001-01-25,19.815364837646484
2001-01-26,19.487754821777344
2001-01-29,19.56916618347168
2001-01-30,19.886837005615234
2001-01-31,19.931303024291992
2001-02-01,19.670812606811523
2001-02-02,19.607284545898438
2001-02-05,19.702579498291016
2001-02-06,19.797883987426758
2001-02-07,19.626333236694336
2001-02-08,19.60092544555664
2001-02-09,19.13711166381836
2001-02-12,19.359487533569336
2001-02-13,19.562801361083984
2001-02-14,19.359487533569336
2001-02-15,19.68988037109375
2001-02-16,19.111692428588867
2001-02-20,19.18157958984375
2001-02-21,18.94649887084961
2001-02-22,18.768598556518555
2001-02-23,18.743183135986328
2001-02-26,19.118051528930664
2001-02-27,19.073570251464844
2001-02-28,18.736831665039062
2001-03-01,18.60340118408203
2001-03-02,18.7114200592041
2001-03-05,18.94649887084961
2001-03-06,19.219715118408203
2001-03-07,19.44843292236328
2001-03-08,19.56916618347168
2001-03-09,19.156164169311523
2001-03-12,18.107830047607422
2001-03-13,18.133235931396484
2001-03-14,17.752025604248047
2001-03-15,17.66942596435547
2001-03-16,17.210020065307617
2001-03-19,17.554086685180664
2001-03-20,17.19727897644043
2001-03-21,16.751253128051758
2001-03-22,16.29886817932129
2001-03-23,16.623817443847656
2001-03-26,16.923288345336914
2001-03-27,17.19727897644043
2001-03-28,16.885061264038086
2001-03-29,16.885061264038086
2001-03-30,16.942411422729492
2001-04-02,16.821348190307617
2001-04-03,16.12044906616211
2001-04-04,16.196922302246094
2001-04-05,17.13993263244629
2001-04-06,16.79585838317871
2001-04-09,17.095325469970703
2001-04-10,17.598697662353516
2001-04-11,17.401174545288086
2001-04-12,17.745250701904297
2001-04-16,17.71338653564453
2001-04-17,17.9363956451416
2001-04-18,18.70737648010254
2001-04-19,18.77109146118164
2001-04-20,18.72011947631836
2001-04-23,18.433391571044922
2001-04-24,18.248607635498047
2001-04-25,18.675518035888672
2001-04-26,18.936758041381836
2001-04-27,19.076936721801758
2001-04-30,18.879411697387695
2001-05-01,19.051448822021484
2001-05-02,19.057819366455078
2001-05-03,18.77745819091797
2001-05-04,19.06419563293457
2001-05-07,19.134279251098633
2001-05-08,19.166139602661133
2001-05-09,19.057819366455078
2001-05-10,19.268085479736328
2001-05-11,19.172510147094727
2001-05-14,19.2617130279541
2001-05-15,19.338171005249023
2001-05-16,19.96259880065918
2001-05-17,20.29393768310547
2001-05-18,20.35765266418457
2001-05-21,20.555166244506836
2001-05-22,20.4914608001709
2001-05-23,20.179244995117188
2001-05-24,20.15375518798828
2001-05-25,19.85428810119629
2001-05-29,19.803302764892578
2001-05-30,19.401887893676758
2001-05-31,19.669504165649414
2001-06-01,19.61216163635254
2001-06-04,19.739593505859375
2001-06-05,19.949861526489258
2001-06-06,19.720478057861328
2001-06-07,19.809682846069336
2001-06-08,19.567562103271484
2001-06-11,19.2298583984375
2001-06-12,19.357282638549805
2001-06-13,19.287202835083008
2001-06-14,19.159767150878906
2001-06-15,19.06079864501953
2001-06-18,19.035253524780273
2001-06-19,18.83730125427246
2001-06-20,18.920312881469727
2001-06-21,19.003320693969727
2001-06-22,18.83730125427246
2001-06-25,18.588266372680664
2001-06-26,18.63935089111328
2001-06-27,18.601037979125977
2001-06-28,18.66489601135254
2001-06-29,18.454160690307617
2001-07-02,18.722360610961914
2001-07-03,18.83730125427246
2001-07-05,18.690427780151367
2001-07-06,18.345611572265625
2001-07-09,18.403076171875
2001-07-10,18.12212371826172
2001-07-11,17.93692970275879
2001-07-12,18.37116050720215
2001-07-13,18.518020629882812
2001-07-16,18.20513916015625
2001-07-17,18.575490951538086
2001-07-18,18.632957458496094
2001-07-19,18.581884384155273
2001-07-20,18.67765998840332
2001-07-23,18.47332191467285
2001-07-24,17.981647491455078
2001-07-25,18.102968215942383
2001-07-26,18.281768798828125
2001-07-27,18.454160690307617
2001-07-30,18.415857315063477
2001-07-31,18.415857315063477
2001-08-01,18.518020629882812
2001-08-02,18.54356575012207
2001-08-03,18.632957458496094
2001-08-06,18.230674743652344
2001-08-07,18.364774703979492
2001-08-08,18.198745727539062
2001-08-09,18.20513916015625
2001-08-10,18.54356575012207
2001-08-13,18.37116050720215
2001-08-14,18.38392448425293
2001-08-15,18.345611572265625
2001-08-16,18.339221954345703
2001-08-17,18.115739822387695
2001-08-20,18.102968215942383
2001-08-21,18.077425003051758
2001-08-22,18.04549217224121
2001-08-23,18.102968215942383
2001-08-24,18.435012817382812
2001-08-27,18.428632736206055
2001-08-28,18.077425003051758
2001-08-29,17.956100463867188
2001-08-30,17.624059677124023
2001-08-31,17.783695220947266
2001-09-04,17.617660522460938
2001-09-05,17.66237449645996
2001-09-06,17.355859756469727
2001-09-07,16.921640396118164
2001-09-10,16.889707565307617
2001-09-17,15.32526683807373
2001-09-18,15.10815715789795
2001-09-19,14.731407165527344
2001-09-20,13.888522148132324
2001-09-21,13.90199089050293
2001-09-24,14.831775665283203
2001-09-25,14.92796516418457
2001-09-26,14.665058135986328
2001-09-27,14.825364112854004
2001-09-28,15.178034782409668
2001-10-01,15.043386459350586
2001-10-02,15.338345527648926
2001-10-03,15.710265159606934
2001-10-04,15.729510307312012
2001-10-05,15.716684341430664
2001-10-08,15.530722618103027
2001-10-09,15.473007202148438
2001-10-10,15.75515079498291
2001-10-11,16.223249435424805
2001-10-12,16.069360733032227
2001-10-15,16.178369522094727
2001-10-16,16.1398983001709
2001-10-17,15.761569023132324
2001-10-18,15.697442054748535
2001-10-19,15.607664108276367
2001-10-22,15.934708595275879
2001-10-23,15.851341247558594
2001-10-24,15.928285598754883
2001-10-25,16.178369522094727
2001-10-26,16.479751586914062
2001-10-29,15.870576858520508
2001-10-30,15.524312973022461
2001-10-31,15.447364807128906
2001-11-01,15.767972946166992
2001-11-02,16.011642456054688
2001-11-05,16.248899459838867
2001-11-06,16.479751586914062
2001-11-07,16.4412784576416
2001-11-08,16.614410400390625
2001-11-09,16.556697845458984
2001-11-12,16.36433219909668
2001-11-13,16.768312454223633
2001-11-14,16.851675033569336
2001-11-15,16.93503189086914
2001-11-16,17.06968879699707
2001-11-19,17.22357940673828
2001-11-20,16.99272918701172
2001-11-21,17.024795532226562
2001-11-23,17.229984283447266
2001-11-26,17.3133544921875
2001-11-27,17.197940826416016
2001-11-28,16.928604125976562
2001-11-29,17.024795532226562
2001-11-30,16.99272918701172
2001-12-03,16.845252990722656
2001-12-04,17.050457000732422
2001-12-05,17.415952682495117
2001-12-06,17.627559661865234
2001-12-07,17.43518829345703
2001-12-10,17.16588020324707
2001-12-11,17.08892059326172
2001-12-12,17.172285079956055
2001-12-13,17.050457000732422
2001-12-14,16.8773136138916
2001-12-17,17.13379669189453
2001-12-18,17.5441951751709
2001-12-19,17.710920333862305
2001-12-20,17.608320236206055
2001-12-21,17.807100296020508
2001-12-24,17.826345443725586
2001-12-26,17.89046287536621
2001-12-27,17.884050369262695
2001-12-28,17.986648559570312
2001-12-31,17.762216567993164
2002-01-02,17.762216567993164
2002-01-03,17.75581169128418
2002-01-04,17.762216567993164
2002-01-07,17.640380859375
2002-01-08,17.589082717895508
2002-01-09,17.492902755737305
2002-01-10,17.3133544921875
2002-01-11,17.03120994567871
2002-01-14,16.838836669921875
2002-01-15,16.858076095581055
2002-01-16,16.287370681762695
2002-01-17,16.351497650146484
2002-01-18,16.466934204101562
2002-01-22,16.563112258911133
2002-01-23,16.479751586914062
2002-01-24,16.627235412597656
2002-01-25,16.858076095581055
2002-01-28,16.845252990722656
2002-01-29,16.20401954650879
2002-01-30,16.38356590270996
2002-01-31,16.640052795410156
2002-02-01,16.511810302734375
2002-02-04,15.780804634094238
2002-02-05,15.562782287597656
2002-02-06,15.678199768066406
2002-02-07,15.864164352416992
2002-02-08,15.960338592529297
2002-02-11,16.306610107421875
2002-02-12,16.16553497314453
2002-02-13,16.338674545288086
2002-02-14,16.396390914916992
2002-02-15,16.280969619750977
2002-02-19,16.236080169677734
2002-02-20,16.473339080810547
2002-02-21,16.409208297729492
2002-02-22,16.56951904296875
2002-02-25,17.00556755065918
2002-02-26,17.06968879699707
2002-02-27,17.274885177612305
2002-02-28,17.056861877441406
2002-03-01,17.45442771911621
2002-03-04,18.050765991210938
2002-03-05,17.826345443725586
2002-03-06,18.364971160888672
2002-03-07,18.146963119506836
2002-03-08,18.2688045501709
2002-03-11,18.307273864746094
2002-03-12,18.2688045501709
2002-03-13,18.018714904785156
2002-03-14,18.03795051574707
2002-03-15,18.052093505859375
2002-03-18,17.981365203857422
2002-03-19,18.174291610717773
2002-03-20,17.974929809570312
2002-03-21,17.614782333374023
2002-03-22,17.511882781982422
2002-03-25,17.2353458404541
2002-03-26,17.344675064086914
2002-03-27,17.460439682006836
2002-03-28,17.518312454223633
2002-04-01,17.511882781982422
2002-04-02,17.344675064086914
2002-04-03,17.106731414794922
2002-04-04,17.241783142089844
2002-04-05,17.318952560424805
2002-04-08,17.45400619506836
2002-04-09,17.44114112854004
2002-04-10,17.84630012512207
2002-04-11,17.2739315032959
2002-04-12,17.248220443725586
2002-04-15,17.068132400512695
2002-04-16,17.370403289794922
2002-04-17,17.248220443725586
2002-04-18,17.119590759277344
2002-04-19,17.02312469482422
2002-04-22,16.75301742553711
2002-04-23,16.720867156982422
2002-04-24,16.57938003540039
2002-04-25,16.380008697509766
2002-04-26,16.212799072265625
2002-04-29,15.859097480773926
2002-04-30,16.30926513671875
2002-05-01,16.360719680786133
2002-05-02,16.418598175048828
2002-05-03,16.425024032592773
2002-05-06,15.961990356445312
2002-05-07,15.974853515625
2002-05-08,16.63726234436035
2002-05-09,16.35428810119629
2002-05-10,16.109905242919922
2002-05-13,16.212799072265625
2002-05-14,16.57294464111328
2002-05-15,16.63726234436035
2002-05-16,16.740156173706055
2002-05-17,16.8880615234375
2002-05-20,16.75301742553711
2002-05-21,16.495779037475586
2002-05-22,16.56652069091797
2002-05-23,16.875200271606445
2002-05-24,16.688703536987305
2002-05-28,16.50220489501953
2002-05-29,16.31570053100586
2002-05-30,16.244962692260742
2002-05-31,16.380008697509766
2002-06-03,15.7626371383667
2002-06-04,15.634002685546875
2002-06-05,15.897679328918457
2002-06-06,15.518248558044434
2002-06-07,15.518248558044434
2002-06-10,15.640435218811035
2002-06-11,15.453944206237793
2002-06-12,15.44749927520752
2002-06-13,15.408920288085938
2002-06-14,15.331741333007812
2002-06-17,15.7626371383667
2002-06-18,15.910542488098145
2002-06-19,15.788352012634277
2002-06-20,15.66616439819336
2002-06-21,15.272266387939453
2002-06-24,15.485006332397461
2002-06-25,15.156225204467773
2002-06-26,15.149772644042969
2002-06-27,15.388309478759766
2002-06-28,15.375408172607422
2002-07-01,15.033740043640137
2002-07-02,14.801653861999512
2002-07-03,14.820993423461914
2002-07-05,15.433426856994629
2002-07-08,15.175565719604492
2002-07-09,14.795208930969238
2002-07-10,14.434185981750488
2002-07-11,14.453534126281738
2002-07-12,14.408411026000977
2002-07-15,14.298812866210938
2002-07-16,14.002264976501465
2002-07-17,14.169878959655762
2002-07-18,13.75728702545166
2002-07-19,13.331805229187012
2002-07-22,12.906319618225098
2002-07-23,12.616220474243164
2002-07-24,13.293122291564941
2002-07-25,13.306015014648438
2002-07-26,13.51876449584961
2002-07-29,14.363274574279785
2002-07-30,14.530895233154297
2002-07-31,14.50511360168457
2002-08-01,14.182770729064941
2002-08-02,13.667035102844238
2002-08-05,13.215760231018066
2002-08-06,13.667035102844238
2002-08-07,14.008709907531738
2002-08-08,14.414860725402832
2002-08-09,14.524447441101074
2002-08-12,14.356833457946777
2002-08-13,14.021607398986816
2002-08-14,14.324594497680664
2002-08-15,14.440638542175293
2002-08-16,14.42774486541748
2002-08-19,14.769415855407715
2002-08-20,14.69851016998291
2002-08-21,14.743637084960938
2002-08-22,14.956378936767578
2002-08-23,14.608257293701172
2002-08-26,14.78875732421875
2002-08-27,14.65982437133789
2002-08-28,14.376179695129395
2002-08-29,14.26657485961914
2002-08-30,14.279468536376953
2002-09-03,13.783069610595703
2002-09-04,13.918455123901367
2002-09-05,13.673482894897461
2002-09-06,13.847541809082031
2002-09-09,13.963583946228027
2002-09-10,14.118303298950195
2002-09-11,14.118303298950195
2002-09-12,13.924908638000488
2002-09-13,13.589676856994629
2002-09-16,13.725053787231445
2002-09-17,13.441396713256836
2002-09-18,13.4220552444458
2002-09-19,13.15774154663086
2002-09-20,13.207569122314453
2002-09-23,13.039319038391113
2002-09-24,12.76105785369873
2002-09-25,13.006967544555664
2002-09-26,13.259336471557617
2002-09-27,12.754593849182129
2002-09-30,12.631640434265137
2002-10-01,13.181687355041504
2002-10-02,12.728706359863281
2002-10-03,12.625175476074219
2002-10-04,12.295143127441406
2002-10-07,11.965117454528809
2002-10-08,12.055708885192871
2002-10-09,11.648031234741211
2002-10-10,12.049238204956055
2002-10-11,12.605755805969238
2002-10-14,12.53458023071289
2002-10-15,13.14285945892334
2002-10-16,12.81930923461914
2002-10-17,13.220515251159668
2002-10-18,13.20110034942627
2002-10-21,13.602312088012695
2002-10-22,13.41464614868164
2002-10-23,13.550543785095215
2002-10-24,13.265810012817383
2002-10-25,13.434060096740723
2002-10-28,13.2464017868042
2002-10-29,13.136387825012207
2002-10-30,13.149337768554688
2002-10-31,13.252864837646484
2002-11-01,13.427593231201172
2002-11-04,13.440532684326172
2002-11-05,13.56995677947998
2002-11-06,13.822335243225098
2002-11-07,13.524650573730469
2002-11-08,13.324051856994629
2002-11-11,13.071674346923828
2002-11-12,13.078150749206543
2002-11-13,13.052265167236328
2002-11-14,13.233461380004883
2002-11-15,13.233461380004883
2002-11-18,13.136387825012207
2002-11-19,13.155801773071289
2002-11-20,13.349928855895996
2002-11-21,13.899984359741211
2002-11-22,13.8352689743042
2002-11-25,13.809386253356934
2002-11-26,13.615257263183594
2002-11-27,13.977643966674805
2002-11-29,13.94527530670166
2002-12-02,14.03587818145752
2002-12-03,13.802915573120117
2002-12-04,13.75761604309082
2002-12-05,13.615257263183594
2002-12-06,13.608782768249512
2002-12-09,13.395236015319824
2002-12-10,13.505247116088867
2002-12-11,13.576425552368164
2002-12-12,13.524650573730469
2002-12-13,13.291698455810547
2002-12-16,13.621723175048828
2002-12-17,13.453474044799805
2002-12-18,13.434060096740723
2002-12-19,13.336997032165527
2002-12-20,13.547159194946289
2002-12-23,13.482094764709473
2002-12-24,13.41702938079834
2002-12-26,13.462583541870117
2002-12-27,13.202302932739258
2002-12-30,13.273876190185547
2002-12-31,13.397506713867188
2003-01-02,13.742369651794434
2003-01-03,13.787917137145996
2003-01-06,13.911542892456055
2003-01-07,13.833462715148926
2003-01-08,13.664283752441406
2003-01-09,13.839963912963867
2003-01-10,13.813942909240723
2003-01-13,13.787917137145996
2003-01-14,13.813942909240723
2003-01-15,13.618741989135742
2003-01-16,13.540658950805664
2003-01-17,13.443047523498535
2003-01-21,13.111207962036133
2003-01-22,12.863945960998535
2003-01-23,13.098187446594238
2003-01-24,12.694774627685547
2003-01-27,12.597172737121582
2003-01-28,12.675254821777344
2003-01-29,12.68826675415039
2003-01-30,12.467039108276367
2003-01-31,12.675254821777344
2003-02-03,12.785866737365723
2003-02-04,12.675254821777344
2003-02-05,12.68826675415039
2003-02-06,12.584156036376953
2003-02-07,12.460525512695312
2003-02-10,12.473541259765625
2003-02-11,12.343405723571777
2003-02-12,12.239293098449707
2003-02-13,12.083130836486816
2003-02-14,12.362927436828613
2003-02-18,12.499568939208984
2003-02-19,12.558135986328125
2003-02-20,12.493060111999512
2003-02-21,12.68826675415039
2003-02-24,12.265324592590332
2003-02-25,12.460525512695312
2003-02-26,12.362927436828613
2003-02-27,12.447515487670898
2003-02-28,12.480046272277832
2003-03-03,12.427993774414062
2003-03-04,12.2002534866333
2003-03-05,12.297859191894531
2003-03-06,12.206766128540039
2003-03-07,12.252312660217285
2003-03-10,11.939982414245605
2003-03-11,11.718750953674316
2003-03-12,11.85539436340332
2003-03-13,12.2002534866333
2003-03-14,12.395458221435547
2003-03-17,12.746828079223633
2003-03-18,12.915999412536621
2003-03-19,12.994088172912598
2003-03-20,12.987578392028809
2003-03-21,13.442187309265137
2003-03-24,12.965368270874023
2003-03-25,12.991494178771973
2003-03-26,12.991494178771973
2003-03-27,12.95883560180664
2003-03-28,12.815141677856445
2003-03-31,12.612662315368652
2003-04-01,12.789015769958496
2003-04-02,13.076411247253418
2003-04-03,13.063345909118652
2003-04-04,13.096004486083984
2003-04-07,13.193977355957031
2003-04-08,13.141728401184082
2003-04-09,12.984963417053223
2003-04-10,13.004565238952637
2003-04-11,13.024155616760254
2003-04-14,13.246231079101562
2003-04-15,13.35727310180664
2003-04-16,13.174385070800781
2003-04-17,13.38992691040039
2003-04-21,13.272364616394043
2003-04-22,13.67078971862793
2003-04-23,13.781829833984375
2003-04-24,13.651196479797363
2003-04-25,13.546693801879883
2003-04-28,13.788363456726074
2003-04-29,13.827553749084473
2003-04-30,13.977781295776367
2003-05-01,13.768768310546875
2003-05-02,13.958187103271484
2003-05-05,13.912467956542969
2003-05-06,13.95166015625
2003-05-07,13.932060241699219
2003-05-08,13.801426887512207
2003-05-09,14.010442733764648
2003-05-12,14.114952087402344
2003-05-13,14.069219589233398
2003-05-14,14.023506164550781
2003-05-15,14.173734664916992
2003-05-16,14.108420372009277
2003-05-19,13.74264144897461
2003-05-20,13.821020126342773
2003-05-21,13.74264144897461
2003-05-22,13.847146987915039
2003-05-23,13.89939022064209
2003-05-27,14.239048957824707
2003-05-28,14.186796188354492
2003-05-29,14.030034065246582
2003-05-30,14.356619834899902
2003-06-02,14.500313758850098
2003-06-03,14.519915580749512
2003-06-04,14.70932674407959
2003-06-05,14.74852180480957
2003-06-06,14.872624397277832
2003-06-09,14.676668167114258
2003-06-10,14.755043983459473
2003-06-11,15.048975944519043
2003-06-12,15.088166236877441
2003-06-13,14.92487621307373
2003-06-16,15.2841215133667
2003-06-17,15.290648460388184
2003-06-18,15.212272644042969
2003-06-19,14.931407928466797
2003-06-20,15.003409385681152
2003-06-23,14.820133209228516
2003-06-24,14.826674461364746
2003-06-25,14.597564697265625
2003-06-26,14.774303436279297
2003-06-27,14.630292892456055
2003-06-30,14.656469345092773
2003-07-01,14.689200401306152
2003-07-02,14.728480339050293
2003-07-03,14.715397834777832
2003-07-07,14.911772727966309
2003-07-08,15.023049354553223
2003-07-09,14.85939884185791
2003-07-10,14.663015365600586
2003-07-11,14.81357479095459
2003-07-14,14.761215209960938
2003-07-15,14.669569969177246
2003-07-16,14.63684368133545
2003-07-17,14.597564697265625
2003-07-18,14.793939590454102
2003-07-21,14.728480339050293
2003-07-22,14.911772727966309
2003-07-23,14.865945816040039
2003-07-24,14.865945816040039
2003-07-25,15.199793815612793
2003-07-28,15.212882041931152
2003-07-29,15.003409385681152
2003-07-30,15.003409385681152
2003-07-31,15.140876770019531
2003-08-01,15.023049354553223
2003-08-04,15.055780410766602
2003-08-05,14.800488471984863
2003-08-06,14.774303436279297
2003-08-07,14.865945816040039
2003-08-08,14.885581970214844
2003-08-11,15.003409385681152
2003-08-12,15.14742660522461
2003-08-13,15.095052719116211
2003-08-14,15.271797180175781
2003-08-15,15.415807723999023
2003-08-18,15.644914627075195
2003-08-19,15.736571311950684
2003-08-20,15.644914627075195
2003-08-21,15.828202247619629
2003-08-22,15.677650451660156
2003-08-25,15.533632278442383
2003-08-26,15.625276565551758
2003-08-27,15.612188339233398
2003-08-28,15.736571311950684
2003-08-29,15.730021476745605
2003-09-02,15.959120750427246
2003-09-03,16.090045928955078
2003-09-04,16.07695198059082
2003-09-05,15.900214195251465
2003-09-08,15.978775024414062
2003-09-09,15.808568000793457
2003-09-10,15.625276565551758
2003-09-11,15.756196022033691
2003-09-12,15.749662399291992
2003-09-15,15.769290924072266
2003-09-16,15.972217559814453
2003-09-17,15.90675163269043
2003-09-18,16.09659194946289
