Date,XLE
2000-09-26,8.236038208007812
2000-09-27,8.39166259765625
2000-09-28,8.359740257263184
2000-09-29,8.367721557617188
2000-10-02,8.539307594299316
2000-10-03,8.535310745239258
2000-10-04,8.28392219543457
2000-10-05,8.271947860717773
2000-10-06,8.236038208007812
2000-10-09,8.363727569580078
2000-10-10,8.551275253295898
2000-10-11,8.631084442138672
2000-10-12,8.76275634765625
2000-10-13,8.427572250366211
2000-10-16,8.34776782989502
2000-10-17,8.351755142211914
2000-10-18,8.240032196044922
2000-10-19,8.279932975769043
2000-10-20,8.443531036376953
2000-10-23,8.307859420776367
2000-10-24,8.168204307556152
2000-10-25,7.968687534332275
2000-10-26,8.004599571228027
2000-10-27,7.94873571395874
2000-10-30,8.084404945373535
2000-10-31,8.14026927947998
2000-11-01,8.403632164001465
2000-11-02,8.108349800109863
2000-11-03,8.07642650604248
2000-11-06,8.108349800109863
2000-11-07,8.172194480895996
2000-11-08,8.252001762390137
2000-11-09,8.164210319519043
2000-11-10,8.188152313232422
2000-11-13,8.124309539794922
2000-11-14,8.172194480895996
2000-11-15,8.331807136535645
2000-11-16,8.363727569580078
2000-11-17,8.295894622802734
2000-11-20,8.255990028381348
2000-11-21,8.443531036376953
2000-11-22,8.307859420776367
2000-11-24,8.427572250366211
2000-11-27,8.359740257263184
2000-11-28,8.351755142211914
2000-11-29,7.984650611877441
2000-11-30,7.713305473327637
2000-12-01,7.884890079498291
2000-12-04,8.020562171936035
2000-12-05,7.85296630859375
2000-12-06,7.789120674133301
2000-12-07,7.916813373565674
2000-12-08,7.912820339202881
2000-12-11,7.936763286590576
2000-12-12,8.02854061126709
2000-12-13,8.044503211975098
2000-12-14,7.797102928161621
2000-12-15,7.888448238372803
2000-12-18,8.132589340209961
2000-12-19,8.272664070129395
2000-12-20,8.02852725982666
2000-12-21,8.0885591506958
2000-12-22,8.196624755859375
2000-12-26,8.540816307067871
2000-12-27,8.532812118530273
2000-12-28,8.672894477844238
2000-12-29,8.500794410705566
2001-01-02,8.520807266235352
2001-01-03,8.260660171508789
2001-01-04,8.004515647888184
2001-01-05,8.176616668701172
2001-01-08,8.14859676361084
2001-01-09,7.984508037567139
2001-01-10,8.036527633666992
2001-01-11,8.12458324432373
2001-01-12,8.072555541992188
2001-01-16,8.068549156188965
2001-01-17,8.02852725982666
2001-01-18,7.876441478729248
2001-01-19,7.840424060821533
2001-01-22,7.9244704246521
2001-01-23,8.048540115356445
2001-01-24,8.04053783416748
2001-01-25,8.280669212341309
2001-01-26,8.140592575073242
2001-01-29,8.073673248291016
2001-01-30,8.142833709716797
2001-01-31,8.229924201965332
2001-02-01,8.12490463256836
2001-02-02,8.260660171508789
2001-02-05,8.427156448364258
2001-02-06,8.480944633483887
2001-02-07,8.503996849060059
2001-02-08,8.550102233886719
2001-02-09,8.688423156738281
2001-02-12,8.573160171508789
2001-02-13,8.555225372314453
2001-02-14,8.493748664855957
2001-02-15,8.383611679077148
2001-02-16,8.457890510559082
2001-02-20,8.409225463867188
2001-02-21,8.35287094116211
2001-02-22,8.311887741088867
2001-02-23,8.206870079040527
2001-02-26,8.29651927947998
2001-02-27,8.245292663574219
2001-02-28,8.130025863647461
2001-03-01,8.222238540649414
2001-03-02,8.409225463867188
2001-03-05,8.455326080322266
2001-03-06,8.498875617980957
2001-03-07,8.680737495422363
2001-03-08,8.767826080322266
2001-03-09,8.72684097290039
2001-03-12,8.437397956848145
2001-03-13,8.337506294250488
2001-03-14,8.211991310119629
2001-03-15,8.217113494873047
2001-03-16,8.080175399780273
2001-03-19,8.182942390441895
2001-03-20,8.254881858825684
2001-03-21,8.018511772155762
2001-03-22,7.782145023345947
2001-03-23,7.843806743621826
2001-03-26,7.946575164794922
2001-03-27,7.990255355834961
2001-03-28,7.874637126922607
2001-03-29,7.707640171051025
2001-03-30,7.887485504150391
2001-04-02,7.741037368774414
2001-04-03,7.527792930603027
2001-04-04,7.661396026611328
2001-04-05,7.861795902252197
2001-04-06,7.872068405151367
2001-04-09,8.057052612304688
2001-04-10,8.195795059204102
2001-04-11,8.049345016479492
2001-04-12,8.134127616882324
2001-04-16,8.293420791625977
2001-04-17,8.33709716796875
2001-04-18,8.293420791625977
2001-04-19,8.14954662322998
2001-04-20,8.236897468566895
2001-04-23,8.455283164978027
2001-04-24,8.470694541931152
2001-04-25,8.591451644897461
2001-04-26,8.761017799377441
2001-04-27,8.701925277709961
2001-04-30,8.701925277709961
2001-05-01,8.645405769348145
2001-05-02,8.308835983276367
2001-05-03,8.267728805541992
2001-05-04,8.398762702941895
2001-05-07,8.421878814697266
2001-05-08,8.414172172546387
2001-05-09,8.563187599182129
2001-05-10,8.501522064208984
2001-05-11,8.41931438446045
2001-05-14,8.55034065246582
2001-05-15,8.627422332763672
2001-05-16,8.699355125427246
2001-05-17,8.727619171142578
2001-05-18,8.910032272338867
2001-05-21,8.889477729797363
2001-05-22,8.799556732177734
2001-05-23,8.66595458984375
2001-05-24,8.650542259216309
2001-05-25,8.576032638549805
2001-05-29,8.563187599182129
2001-05-30,8.529787063598633
2001-05-31,8.619708061218262
2001-06-01,8.581171035766602
2001-06-04,8.696786880493164
2001-06-05,8.722477912902832
2001-06-06,8.501522064208984
2001-06-07,8.401328086853027
2001-06-08,8.424450874328613
2001-06-11,8.4475736618042
2001-06-12,8.511805534362793
2001-06-13,8.470694541931152
2001-06-14,8.298559188842773
2001-06-15,8.360769271850586
2001-06-18,8.267842292785645
2001-06-19,8.260103225708008
2001-06-20,8.105216979980469
2001-06-21,7.983901500701904
2001-06-22,8.138773918151855
2001-06-25,8.043268203735352
2001-06-26,8.092314720153809
2001-06-27,7.898721694946289
2001-06-28,7.730937957763672
2001-06-29,7.834188938140869
2001-07-02,7.813538074493408
2001-07-03,7.803211212158203
2001-07-05,7.872906684875488
2001-07-06,7.844512462615967
2001-07-09,7.733516216278076
2001-07-10,7.74384069442749
2001-07-11,7.640589714050293
2001-07-12,7.630267143249512
2001-07-13,7.6586594581604
2001-07-16,7.53217887878418
2001-07-17,7.498619556427002
2001-07-18,7.4186015129089355
2001-07-19,7.496037006378174
2001-07-20,7.656077861785889
2001-07-23,7.5683159828186035
2001-07-24,7.297284126281738
2001-07-25,7.635426044464111
2001-07-26,7.790302753448486
2001-07-27,7.826445579528809
2001-07-30,7.834188938140869
2001-07-31,7.74384069442749
2001-08-01,7.715450763702393
2001-08-02,7.710287094116211
2001-08-03,7.5941290855407715
2001-08-06,7.583801746368408
2001-08-07,7.583801746368408
2001-08-08,7.428926944732666
2001-08-09,7.472809791564941
2001-08-10,7.480547904968262
2001-08-13,7.5166850090026855
2001-08-14,7.557990550994873
2001-08-15,7.671568870544434
2001-08-16,7.627686500549316
2001-08-17,7.570897102355957
2001-08-20,7.5166850090026855
2001-08-21,7.511528015136719
2001-08-22,7.5166850090026855
2001-08-23,7.583801746368408
2001-08-24,7.645754337310791
2001-08-27,7.635426044464111
2001-08-28,7.555405139923096
2001-08-29,7.524434566497803
2001-08-30,7.416018962860107
2001-08-31,7.416018962860107
2001-09-04,7.459901809692383
2001-09-05,7.485713005065918
2001-09-06,7.434088230133057
2001-09-07,7.428926944732666
2001-09-10,7.452157497406006
2001-09-17,7.299859523773193
2001-09-18,6.946224689483643
2001-09-19,6.695841312408447
2001-09-20,6.507409572601318
2001-09-21,6.510262489318848
2001-09-24,6.33894157409668
2001-09-25,6.2688517570495605
2001-09-26,6.224727630615234
2001-09-27,6.471329212188721
2001-09-28,6.7023515701293945
2001-10-01,6.608905792236328
2001-10-02,6.754269599914551
2001-10-03,6.847716808319092
2001-10-04,7.008658409118652
2001-10-05,7.060571670532227
2001-10-08,7.073550224304199
2001-10-09,7.086533069610596
2001-10-10,7.400624752044678
2001-10-11,7.3980278968811035
2001-10-12,7.3487091064453125
2001-10-15,7.213723659515381
2001-10-16,7.299385070800781
2001-10-17,7.2630438804626465
2001-10-18,6.969717502593994
2001-10-19,6.995677471160889
2001-10-22,7.081338405609131
2001-10-23,7.055382251739502
2001-10-24,6.9567413330078125
2001-10-25,7.1332573890686035
2001-10-26,7.270832538604736
2001-10-29,7.203340530395508
2001-10-30,6.96193265914917
2001-10-31,6.972316741943359
2001-11-01,7.078746795654297
2001-11-02,6.886656761169434
2001-11-05,6.845122814178467
2001-11-06,6.8035888671875
2001-11-07,6.832141399383545
2001-11-08,6.9645256996154785
2001-11-09,7.099511623382568
2001-11-12,7.081338405609131
2001-11-13,7.1384453773498535
2001-11-14,6.790613174438477
2001-11-15,6.447964191436768
2001-11-16,6.567372798919678
2001-11-19,6.551797389984131
2001-11-20,6.793206214904785
2001-11-21,6.70495080947876
2001-11-23,6.767248630523682
2001-11-26,6.6556291580200195
2001-11-27,6.660820007324219
2001-11-28,6.505075931549072
2001-11-29,6.616690158843994
2001-11-30,6.582942008972168
2001-12-03,6.671205043792725
2001-12-04,6.764652252197266
2001-12-05,6.904825687408447
2001-12-06,6.699753284454346
2001-12-07,6.743886947631836
2001-12-10,6.650435924530029
2001-12-11,6.541411399841309
2001-12-12,6.556987285614014
2001-12-13,6.450560569763184
2001-12-14,6.515456199645996
2001-12-17,6.499877452850342
2001-12-18,6.585543632507324
2001-12-19,6.736096382141113
2001-12-20,6.70495080947876
2001-12-21,6.750823020935059
2001-12-24,6.862907409667969
2001-12-26,6.98280143737793
2001-12-27,7.006260395050049
2001-12-28,7.037535667419434
2001-12-31,6.959340572357178
2002-01-02,6.907209873199463
2002-01-03,6.865509033203125
2002-01-04,6.896790504455566
2002-01-07,6.894181251525879
2002-01-08,6.834228992462158
2002-01-09,6.842051029205322
2002-01-10,6.789920806884766
2002-01-11,6.659596920013428
2002-01-14,6.578797340393066
2002-01-15,6.685662746429443
2002-01-16,6.547514915466309
2002-01-17,6.54490852355957
2002-01-18,6.49017333984375
2002-01-22,6.443255424499512
2002-01-23,6.62571382522583
2002-01-24,6.716939449310303
2002-01-25,6.789920806884766
2002-01-28,6.685662746429443
2002-01-29,6.503203868865967
2002-01-30,6.555337905883789
2002-01-31,6.711729049682617
2002-02-01,6.748214244842529
2002-02-04,6.568371295928955
2002-02-05,6.524054050445557
2002-02-06,6.568371295928955
2002-02-07,6.49278450012207
2002-02-08,6.565759658813477
2002-02-11,6.651778221130371
2002-02-12,6.6204986572265625
2002-02-13,6.659596920013428
2002-02-14,6.714331150054932
2002-02-15,6.719545841217041
2002-02-19,6.659596920013428
2002-02-20,6.638742446899414
2002-02-21,6.716939449310303
2002-02-22,6.902000904083252
2002-02-25,7.0010457038879395
2002-02-26,6.9645514488220215
2002-02-27,6.959340572357178
2002-02-28,6.941094875335693
2002-03-01,7.040144920349121
2002-03-04,7.193925857543945
2002-03-05,7.196531295776367
2002-03-06,7.33467435836792
2002-03-07,7.389414310455322
2002-03-08,7.355530738830566
2002-03-11,7.433724880218506
2002-03-12,7.4988861083984375
2002-03-13,7.449366092681885
2002-03-14,7.446752548217773
2002-03-15,7.5006303787231445
2002-03-18,7.558169364929199
2002-03-19,7.649704456329346
2002-03-20,7.568631172180176
2002-03-21,7.6104736328125
2002-03-22,7.4326372146606445
2002-03-25,7.364634990692139
2002-03-26,7.424790382385254
2002-03-27,7.597393989562988
2002-03-28,7.555551528930664
2002-04-01,7.607858657836914
2002-04-02,7.702006816864014
2002-04-03,7.534634113311768
2002-04-04,7.398637294769287
2002-04-05,7.314946174621582
2002-04-08,7.427402496337891
2002-04-09,7.32017707824707
2002-04-10,7.403867244720459
2002-04-11,7.328023433685303
2002-04-12,7.087421417236328
2002-04-15,7.226027011871338
2002-04-16,7.362024784088135
2002-04-17,7.453557014465332
2002-04-18,7.490170001983643
2002-04-19,7.524170398712158
2002-04-22,7.450940132141113
2002-04-23,7.4326372146606445
2002-04-24,7.29925537109375
2002-04-25,7.351561069488525
2002-04-26,7.2704901695251465
2002-04-29,7.223415851593018
2002-04-30,7.283565998077393
2002-05-01,7.328023433685303
2002-05-02,7.382943630218506
2002-05-03,7.409092426300049
2002-05-06,7.155412673950195
2002-05-07,7.121415615081787
2002-05-08,7.2704901695251465
2002-05-09,7.205102443695068
2002-05-10,7.199878215789795
2002-05-13,7.3384857177734375
2002-05-14,7.359407424926758
2002-05-15,7.236485004425049
2002-05-16,7.32017707824707
2002-05-17,7.260028839111328
2002-05-20,7.210336208343506
2002-05-21,7.215565204620361
2002-05-22,7.335868835449219
2002-05-23,7.398637294769287
2002-05-24,7.317559719085693
2002-05-28,7.260028839111328
2002-05-29,7.192027568817139
2002-05-30,7.053417205810547
2002-05-31,7.155412673950195
2002-06-03,6.930502414703369
2002-06-04,6.930502414703369
2002-06-05,6.904346942901611
2002-06-06,6.831120491027832
2002-06-07,6.901734352111816
2002-06-10,6.773582458496094
2002-06-11,6.671587944030762
2002-06-12,6.765738487243652
2002-06-13,6.757891654968262
2002-06-14,6.75004243850708
2002-06-17,6.925269603729248
2002-06-18,6.891269683837891
2002-06-19,6.8232741355896
2002-06-20,6.810198783874512
2002-06-21,6.767047882080078
2002-06-24,6.8275628089904785
2002-06-25,6.7986226081848145
2002-06-26,6.801251411437988
2002-06-27,6.835453033447266
2002-06-28,6.893337726593018
2002-07-01,6.8275628089904785
2002-07-02,6.6933794021606445
2002-07-03,6.735476016998291
2002-07-05,6.893337726593018
2002-07-08,6.809142112731934
2002-07-09,6.724948883056641
2002-07-10,6.438167095184326
2002-07-11,6.314507484436035
2002-07-12,6.2013726234436035
2002-07-15,6.064560890197754
2002-07-16,5.972471237182617
2002-07-17,6.038249492645264
2002-07-18,5.998783588409424
2002-07-19,5.630436897277832
2002-07-22,5.285770893096924
2002-07-23,5.209468364715576
2002-07-24,5.554133415222168
2002-07-25,5.530457019805908
2002-07-26,5.604126930236816
2002-07-29,5.927746772766113
2002-07-30,5.835657596588135
2002-07-31,5.938266754150391
2002-08-01,5.5883402824401855
2002-08-02,5.525195598602295
2002-08-05,5.319972038269043
2002-08-06,5.512037754058838
2002-08-07,5.590970993041992
2002-08-08,5.827766418457031
2002-08-09,5.9330058097839355
2002-08-12,5.919853687286377
2002-08-13,5.8303985595703125
2002-08-14,6.05929708480835
2002-08-15,6.230313777923584
2002-08-16,6.130331993103027
2002-08-19,6.180325031280518
2002-08-20,6.025092601776123
2002-08-21,6.038249492645264
2002-08-22,6.209268093109131
2002-08-23,6.109287261962891
2002-08-26,6.190850734710693
2002-08-27,6.188220500946045
2002-08-28,6.0408782958984375
2002-08-29,5.98825740814209
2002-08-30,6.027725696563721
2002-09-03,5.788299083709717
2002-09-04,5.775145053863525
2002-09-05,5.78566837310791
2002-09-06,5.880387783050537
2002-09-09,5.872495174407959
2002-09-10,5.998783588409424
2002-09-11,5.967210292816162
2002-09-12,5.819871425628662
2002-09-13,5.883016109466553
2002-09-16,5.925114154815674
2002-09-17,5.7330474853515625
2002-09-18,5.748834133148193
2002-09-19,5.585710525512695
2002-09-20,5.626712322235107
2002-09-23,5.594968795776367
2002-09-24,5.433600425720215
2002-09-25,5.581739902496338
2002-09-26,5.81718111038208
2002-09-27,5.708718299865723
2002-09-30,5.5976128578186035
2002-10-01,5.774852275848389
2002-10-02,5.711363792419434
2002-10-03,5.748401641845703
2002-10-04,5.650519847869873
2002-10-07,5.579097270965576
2002-10-08,5.518251419067383
2002-10-09,5.409791469573975
2002-10-10,5.536769866943359
2002-10-11,5.629358768463135
2002-10-14,5.785432815551758
2002-10-15,5.960030555725098
2002-10-16,5.867438316345215
2002-10-17,5.991774559020996
2002-10-18,5.986484050750732
2002-10-21,6.015583515167236
2002-10-22,5.846278190612793
2002-10-23,5.941514015197754
2002-10-24,5.843632698059082
2002-10-25,5.753689289093018
2002-10-28,5.743110656738281
2002-10-29,5.576450347900391
2002-10-30,5.761626720428467
2002-10-31,5.700783729553223
2002-11-01,5.851569175720215
2002-11-04,5.753689289093018
2002-11-05,5.872733116149902
2002-11-06,5.925640106201172
2002-11-07,5.814535617828369
2002-11-08,5.7801432609558105
2002-11-11,5.708718299865723
2002-11-12,5.690201759338379
2002-11-13,5.563222885131836
2002-11-14,5.743110656738281
2002-11-15,5.788081645965576
2002-11-18,5.793369770050049
2002-11-19,5.793369770050049
2002-11-20,5.9071221351623535
2002-11-21,5.952093601226807
2002-11-22,5.825117111206055
2002-11-25,5.872733116149902
2002-11-26,5.761626720428467
2002-11-27,5.864795207977295
2002-11-29,5.936221122741699
2002-12-02,5.954741954803467
2002-12-03,6.012936592102051
2002-12-04,5.960030555725098
2002-12-05,5.999711990356445
2002-12-06,6.0579094886779785
2002-12-09,5.952093601226807
2002-12-10,6.044682502746582
2002-12-11,6.012936592102051
2002-12-12,6.065844535827637
2002-12-13,6.0499725341796875
2002-12-16,6.153142929077148
2002-12-17,6.089654445648193
2002-12-18,6.039391040802002
2002-12-19,5.9785475730896
2002-12-20,6.099798679351807
2002-12-23,6.126388072967529
2002-12-24,6.0971360206604
2002-12-26,6.028007507324219
2002-12-27,5.8977131843566895
2002-12-30,5.926962852478027
2002-12-31,5.937596321105957
2003-01-02,6.0625739097595215
2003-01-03,6.051934719085693
2003-01-06,6.102456569671631
2003-01-07,5.903029918670654
2003-01-08,5.847191333770752
2003-01-09,5.921645164489746
2003-01-10,5.873780727386475
2003-01-13,5.852511405944824
2003-01-14,5.876440525054932
2003-01-15,5.895053863525391
2003-01-16,5.953551292419434
2003-01-17,5.908350467681885
2003-01-21,5.770079135894775
2003-01-22,5.754126071929932
2003-01-23,5.770079135894775
2003-01-24,5.6690354347229
2003-01-27,5.490879535675049
2003-01-28,5.583949089050293
2003-01-29,5.764760971069336
2003-01-30,5.674355506896973
2003-01-31,5.788693904876709
2003-02-03,5.833896160125732
2003-02-04,5.873780727386475
2003-02-05,5.831236362457275
2003-02-06,5.807305335998535
2003-02-07,5.754126071929932
2003-02-10,5.828577041625977
2003-02-11,5.791353702545166
2003-02-12,5.690310955047607
2003-02-13,5.663717269897461
2003-02-14,5.708921909332275
2003-02-18,5.801988124847412
2003-02-19,5.79666805267334
2003-02-20,5.783373832702637
2003-02-21,5.911006450653076
2003-02-24,5.96152925491333
2003-02-25,5.9296183586120605
2003-02-26,5.945578575134277
2003-02-27,5.911006450653076
2003-02-28,5.95886754989624
2003-03-03,5.980144500732422
2003-03-04,5.950892448425293
2003-03-05,6.004074573516846
2003-03-06,6.009392261505127
2003-03-07,6.009392261505127
2003-03-10,5.948236465454102
2003-03-11,5.889734268188477
2003-03-12,5.79666805267334
2003-03-13,5.82060432434082
2003-03-14,5.79666805267334
2003-03-17,5.87112283706665
2003-03-18,5.982800483703613
2003-03-19,5.990779399871826
2003-03-20,6.049277305603027
2003-03-21,5.982185363769531
2003-03-24,5.893975734710693
2003-03-25,5.947434425354004
2003-03-26,5.9607977867126465
2003-03-27,6.008915424346924
2003-03-28,6.062376022338867
2003-03-31,5.9661455154418945
2003-04-01,6.078413486480713
2003-04-02,6.065049648284912
2003-04-03,5.952783107757568
2003-04-04,5.984858512878418
2003-04-07,5.939418792724609
2003-04-08,5.867248058319092
2003-04-09,5.864571571350098
2003-04-10,5.944761276245117
2003-04-11,5.910013198852539
2003-04-14,5.939418792724609
2003-04-15,5.923376560211182
2003-04-16,5.84318733215332
2003-04-17,5.9607977867126465
2003-04-21,5.9581298828125
2003-04-22,6.04099178314209
2003-04-23,6.04099178314209
2003-04-24,6.0196075439453125
2003-04-25,5.944761276245117
2003-04-28,5.971494674682617
2003-04-29,5.88862943649292
2003-04-30,5.915360450744629
2003-05-01,5.944761276245117
2003-05-02,6.0383195877075195
2003-05-05,6.075737953186035
2003-05-06,6.067721366882324
2003-05-07,6.107815265655518
2003-05-08,6.1158342361450195
2003-05-09,6.15593147277832
2003-05-12,6.185333251953125
2003-05-13,6.2548298835754395
2003-05-14,6.281562328338623
2003-05-15,6.284233570098877
2003-05-16,6.305619239807129
2003-05-19,6.2414679527282715
2003-05-20,6.217408180236816
2003-05-21,6.401844501495361
2003-05-22,6.388482093811035
2003-05-23,6.447285175323486
2003-05-27,6.575589656829834
2003-05-28,6.498073101043701
2003-05-29,6.436596393585205
2003-05-30,6.543513298034668
2003-06-02,6.578263282775879
2003-06-03,6.626377582550049
2003-06-04,6.669146537780762
2003-06-05,6.634399890899658
2003-06-06,6.621033668518066
2003-06-09,6.610340118408203
2003-06-10,6.650436878204346
2003-06-11,6.842895984649658
2003-06-12,6.781412124633789
2003-06-13,6.669146537780762
2003-06-16,6.66112756729126
2003-06-17,6.596977233886719
2003-06-18,6.556883335113525
2003-06-19,6.591629981994629
2003-06-20,6.566918849945068
2003-06-23,6.54811954498291
2003-06-24,6.542749881744385
2003-06-25,6.553491115570068
2003-06-26,6.5239458084106445
2003-06-27,6.499776363372803
2003-06-30,6.45948600769043
2003-07-01,6.454113960266113
2003-07-02,6.446056842803955
2003-07-03,6.435313701629639
2003-07-07,6.392337799072266
2003-07-08,6.381595611572266
2003-07-09,6.446056842803955
2003-07-10,6.349364757537842
2003-07-11,6.368165016174316
2003-07-14,6.311762809753418
2003-07-15,6.2580461502075195
2003-07-16,6.198955059051514
2003-07-17,6.239246368408203
2003-07-18,6.381595611572266
2003-07-21,6.346678733825684
2003-07-22,6.330564498901367
2003-07-23,6.295648097991943
2003-07-24,6.2365593910217285
2003-07-25,6.292962074279785
2003-07-28,6.266103267669678
2003-07-29,6.177471160888672
2003-07-30,6.185528755187988
2003-07-31,6.231187343597412
2003-08-01,6.215073585510254
2003-08-04,6.150611400604248
2003-08-05,6.1237568855285645
2003-08-06,6.231187343597412
2003-08-07,6.38696813583374
2003-08-08,6.405768871307373
2003-08-11,6.435313701629639
2003-08-12,6.480976104736328
2003-08-13,6.475603103637695
2003-08-14,6.499776363372803
2003-08-15,6.52125883102417
2003-08-18,6.52125883102417
2003-08-19,6.491715908050537
2003-08-20,6.52125883102417
2003-08-21,6.583035469055176
2003-08-22,6.480976104736328
2003-08-25,6.480976104736328
2003-08-26,6.4863457679748535
2003-08-27,6.5132012367248535
2003-08-28,6.620635509490967
2003-08-29,6.628695964813232
2003-09-02,6.671669006347656
2003-09-03,6.674354076385498
2003-09-04,6.663609027862549
2003-09-05,6.63407039642334
2003-09-08,6.725384712219238
2003-09-09,6.652867794036865
2003-09-10,6.583035469055176
2003-09-11,6.569604396820068
