Date,XLF
2000-09-27,13.969079971313477
2000-09-28,14.322916984558105
2000-09-29,14.276754379272461
2000-10-02,14.476764678955078
2000-10-03,14.46137809753418
2000-10-04,14.276754379272461
2000-10-05,14.415225982666016
2000-10-06,13.815234184265137
2000-10-09,13.59985065460205
2000-10-10,13.207549095153809
2000-10-11,13.23062801361084
2000-10-12,12.461402893066406
2000-10-13,13.107552528381348
2000-10-16,13.222935676574707
2000-10-17,12.86140251159668
2000-10-18,12.715243339538574
2000-10-19,13.315237045288086
2000-10-20,13.369088172912598
2000-10-23,13.146012306213379
2000-10-24,13.476776123046875
2000-10-25,13.553690910339355
2000-10-26,13.115243911743164
2000-10-27,13.54601001739502
2000-10-30,14.038310050964355
2000-10-31,14.153697967529297
2000-11-01,14.092157363891602
2000-11-02,14.161382675170898
2000-11-03,14.122920036315918
2000-11-06,14.31522274017334
2000-11-07,14.26908016204834
2000-11-08,14.015227317810059
2000-11-09,14.115229606628418
2000-11-10,13.961389541625977
2000-11-13,13.630623817443848
2000-11-14,13.707541465759277
2000-11-15,13.59985065460205
2000-11-16,13.553690910339355
2000-11-17,13.446002006530762
2000-11-20,13.046011924743652
2000-11-21,13.076780319213867
2000-11-22,12.761398315429688
2000-11-24,12.853711128234863
2000-11-27,13.030627250671387
2000-11-28,13.169084548950195
2000-11-29,13.492172241210938
2000-11-30,13.430627822875977
2000-12-01,13.353697776794434
2000-12-04,13.292158126831055
2000-12-05,13.84599781036377
2000-12-06,13.784464836120605
2000-12-07,13.815234184265137
2000-12-08,14.21523380279541
2000-12-11,14.33061408996582
2000-12-12,14.161382675170898
2000-12-13,14.169079780578613
2000-12-14,13.761392593383789
2000-12-15,13.70418930053711
2000-12-18,14.105666160583496
2000-12-19,13.951250076293945
2000-12-20,13.820008277893066
2000-12-21,14.14427661895752
2000-12-22,14.260078430175781
2000-12-26,14.514863014221191
2000-12-27,14.607512474060059
2000-12-28,14.75420093536377
2000-12-29,14.576634407043457
2001-01-02,14.167431831359863
2001-01-03,14.931783676147461
2001-01-04,14.669281005859375
2001-01-05,14.360455513000488
2001-01-08,14.213759422302246
2001-01-09,13.974422454833984
2001-01-10,14.206043243408203
2001-01-11,14.23692512512207
2001-01-12,13.966700553894043
2001-01-16,14.213759422302246
2001-01-17,14.23692512512207
2001-01-18,14.028463363647461
2001-01-19,13.928092956542969
2001-01-22,14.175150871276855
2001-01-23,14.314123153686523
2001-01-24,14.39905834197998
2001-01-25,14.530305862426758
2001-01-26,14.584351539611816
2001-01-29,14.596394538879395
2001-01-30,14.724870681762695
2001-01-31,14.542041778564453
2001-02-01,14.56180477142334
2001-02-02,14.601334571838379
2001-02-05,14.700162887573242
2001-02-06,14.413568496704102
2001-02-07,14.378975868225098
2001-02-08,14.339454650878906
2001-02-09,14.398743629455566
2001-02-12,14.601334571838379
2001-02-13,14.517335891723633
2001-02-14,14.349331855773926
2001-02-15,14.349331855773926
2001-02-16,14.354272842407227
2001-02-20,13.825563430786133
2001-02-21,13.415435791015625
2001-02-22,13.509319305419922
2001-02-23,13.445084571838379
2001-02-26,13.741565704345703
2001-02-27,13.889801979064941
2001-02-28,13.563677787780762
2001-03-01,13.578503608703613
2001-03-02,13.598264694213867
2001-03-05,13.529092788696289
2001-03-06,13.56861400604248
2001-03-07,13.855203628540039
2001-03-08,13.909564971923828
2001-03-09,13.588384628295898
2001-03-12,12.921319007873535
2001-03-13,13.267200469970703
2001-03-14,12.654494285583496
2001-03-15,13.034965515136719
2001-03-16,12.864913940429688
2001-03-19,13.01364517211914
2001-03-20,12.65174674987793
2001-03-21,12.284887313842773
2001-03-22,11.967596054077148
2001-03-23,12.473267555236816
2001-03-26,12.6715726852417
2001-03-27,13.028515815734863
2001-03-28,12.959113121032715
2001-03-29,12.929366111755371
2001-03-30,13.157417297363281
2001-04-02,13.216911315917969
2001-04-03,12.770727157592773
2001-04-04,12.458398818969727
2001-04-05,12.91450023651123
2001-04-06,12.626956939697266
2001-04-09,12.621996879577637
2001-04-10,12.988862037658691
2001-04-11,13.097932815551758
2001-04-12,13.197076797485352
2001-04-16,13.102887153625488
2001-04-17,13.211950302124023
2001-04-18,13.767199516296387
2001-04-19,13.841564178466797
2001-04-20,13.603598594665527
2001-04-23,13.435044288635254
2001-04-24,13.365639686584473
2001-04-25,13.509407043457031
2001-04-26,13.563940048217773
2001-04-27,13.856433868408203
2001-04-30,13.633346557617188
2001-05-01,13.747364044189453
2001-05-02,13.856433868408203
2001-05-03,13.861392974853516
2001-05-04,14.02995491027832
2001-05-07,13.94072151184082
2001-05-08,13.796953201293945
2001-05-09,13.782066345214844
2001-05-10,13.787031173706055
2001-05-11,13.658132553100586
2001-05-14,13.772159576416016
2001-05-15,13.856433868408203
2001-05-16,14.228253364562988
2001-05-17,14.153889656066895
2001-05-18,14.074566841125488
2001-05-21,14.272865295410156
2001-05-22,14.416646957397461
2001-05-23,14.357147216796875
2001-05-24,14.411690711975098
2001-05-25,14.218339920043945
2001-05-29,14.228253364562988
2001-05-30,14.109268188476562
2001-05-31,14.2332181930542
2001-06-01,14.208425521850586
2001-06-04,14.322443962097168
2001-06-05,14.3868989944458
2001-06-06,14.277839660644531
2001-06-07,14.183632850646973
2001-06-08,14.09935474395752
2001-06-11,13.96550464630127
2001-06-12,14.010122299194336
2001-06-13,13.896098136901855
2001-06-14,13.653173446655273
2001-06-15,13.723333358764648
2001-06-18,13.758164405822754
2001-06-19,13.88256549835205
2001-06-20,13.957198143005371
2001-06-21,14.519469261169434
2001-06-22,14.3303861618042
2001-06-25,14.215949058532715
2001-06-26,14.036809921264648
2001-06-27,14.04178237915039
2001-06-28,14.225892066955566
2001-06-29,14.131356239318848
2001-07-02,14.305505752563477
2001-07-03,14.295550346374512
2001-07-05,14.20599365234375
2001-07-06,13.917389869689941
2001-07-09,13.96217155456543
2001-07-10,13.623814582824707
2001-07-11,13.598937034606934
2001-07-12,13.837774276733398
2001-07-13,14.001982688903809
2001-07-16,13.80295181274414
2001-07-17,14.086578369140625
2001-07-18,14.006950378417969
2001-07-19,13.912418365478516
2001-07-20,13.847726821899414
2001-07-23,13.77309513092041
2001-07-24,13.593962669372559
2001-07-25,13.698453903198242
2001-07-26,13.807929039001465
2001-07-27,13.887534141540527
2001-07-30,13.842751502990723
2001-07-31,13.997005462646484
2001-08-01,14.056721687316895
2001-08-02,14.036809921264648
2001-08-03,14.096524238586426
2001-08-06,13.892509460449219
2001-08-07,14.04178237915039
2001-08-08,13.758164405822754
2001-08-09,13.822856903076172
2001-08-10,13.832806587219238
2001-08-13,13.817873001098633
2001-08-14,13.822856903076172
2001-08-15,13.768118858337402
2001-08-16,13.728310585021973
2001-08-17,13.524311065673828
2001-08-20,13.658651351928711
2001-08-21,13.489458084106445
2001-08-22,13.549176216125488
2001-08-23,13.554157257080078
2001-08-24,13.588985443115234
2001-08-27,13.454641342163086
2001-08-28,13.240673065185547
2001-08-29,13.121253967285156
2001-08-30,13.031699180603027
2001-08-31,13.071501731872559
2001-09-04,13.016770362854004
2001-09-05,12.937153816223145
2001-09-06,12.63861083984375
2001-09-07,12.389805793762207
2001-09-10,12.414693832397461
2001-09-17,11.867354393005371
2001-09-18,11.718079566955566
2001-09-19,11.633491516113281
2001-09-20,11.120979309082031
2001-09-21,10.945548057556152
2001-09-24,11.5153169631958
2001-09-25,11.700239181518555
2001-09-26,11.815196990966797
2001-09-27,12.010117530822754
2001-09-28,12.33498477935791
2001-10-01,12.299999237060547
2001-10-02,12.469925880432129
2001-10-03,12.669854164123535
2001-10-04,12.56988525390625
2001-10-05,12.225028038024902
2001-10-08,11.950139045715332
2001-10-09,12.050097465515137
2001-10-10,12.240021705627441
2001-10-11,12.434938430786133
2001-10-12,12.240021705627441
2001-10-15,12.294999122619629
2001-10-16,12.494917869567871
2001-10-17,12.36997127532959
2001-10-18,12.354970932006836
2001-10-19,12.155056953430176
2001-10-22,12.449939727783203
2001-10-23,12.479918479919434
2001-10-24,12.434938430786133
2001-10-25,12.599873542785645
2001-10-26,12.744819641113281
2001-10-29,12.294999122619629
2001-10-30,12.270009994506836
2001-10-31,12.160056114196777
2001-11-01,12.359971046447754
2001-11-02,12.424948692321777
2001-11-05,12.694843292236328
2001-11-06,12.849771499633789
2001-11-07,12.899752616882324
2001-11-08,12.939738273620605
2001-11-09,12.85476303100586
2001-11-12,12.794798851013184
2001-11-13,13.139652252197266
2001-11-14,13.114665985107422
2001-11-15,13.034696578979492
2001-11-16,12.969722747802734
2001-11-19,13.234619140625
2001-11-20,13.159642219543457
2001-11-21,13.044689178466797
2001-11-23,13.24461841583252
2001-11-26,13.314583778381348
2001-11-27,13.344576835632324
2001-11-28,12.944735527038574
2001-11-29,13.084675788879395
2001-11-30,12.949736595153809
2001-12-03,12.769807815551758
2001-12-04,12.944735527038574
2001-12-05,13.124666213989258
2001-12-06,13.294587135314941
2001-12-07,13.204630851745605
2001-12-10,12.994714736938477
2001-12-11,13.069684982299805
2001-12-12,13.01970100402832
2001-12-13,12.814788818359375
2001-12-14,12.744819641113281
2001-12-17,12.919742584228516
2001-12-18,13.039693832397461
2001-12-19,13.294587135314941
2001-12-20,13.239614486694336
2001-12-21,13.146754264831543
2001-12-24,13.136709213256836
2001-12-26,13.196943283081055
2001-12-27,13.186906814575195
2001-12-28,13.327454566955566
2001-12-31,13.201966285705566
2002-01-02,13.186906814575195
2002-01-03,13.277260780334473
2002-01-04,13.452957153320312
2002-01-07,13.417820930480957
2002-01-08,13.232085227966309
2002-01-09,13.3023681640625
2002-01-10,13.252167701721191
2002-01-11,13.17686939239502
2002-01-14,13.076470375061035
2002-01-15,13.362600326538086
2002-01-16,13.196943283081055
2002-01-17,13.322441101074219
2002-01-18,13.27224349975586
2002-01-22,13.227063179016113
2002-01-23,13.28730297088623
2002-01-24,13.3023681640625
2002-01-25,13.387696266174316
2002-01-28,13.252167701721191
2002-01-29,12.674888610839844
2002-01-30,12.835528373718262
2002-01-31,13.051375389099121
2002-02-01,12.89073657989502
2002-02-04,12.423905372619629
2002-02-05,12.423905372619629
2002-02-06,12.24821662902832
2002-02-07,12.363661766052246
2002-02-08,12.68995189666748
2002-02-11,12.800389289855957
2002-02-12,12.654809951782227
2002-02-13,12.91081428527832
2002-02-14,12.885722160339355
2002-02-15,12.684931755065918
2002-02-19,12.338570594787598
2002-02-20,12.569475173950195
2002-02-21,12.423905372619629
2002-02-22,12.34860610961914
2002-02-25,12.66485595703125
2002-02-26,12.654809951782227
2002-02-27,12.785326957702637
2002-02-28,12.825488090515137
2002-03-01,13.001177787780762
2002-03-04,13.442913055419922
2002-03-05,13.452957153320312
2002-03-06,13.67884635925293
2002-03-07,13.558369636535645
2002-03-08,13.618607521057129
2002-03-11,13.698925018310547
2002-03-12,13.703949928283691
2002-03-13,13.57844066619873
2002-03-14,13.613593101501465
2002-03-15,13.900663375854492
2002-03-18,13.870444297790527
2002-03-19,13.865407943725586
2002-03-20,13.64883804321289
2002-03-21,13.653868675231934
2002-03-22,13.64883804321289
2002-03-25,13.432271957397461
2002-03-26,13.598474502563477
2002-03-27,13.774747848510742
2002-03-28,13.67402172088623
2002-04-01,13.64883804321289
2002-04-02,13.699210166931152
2002-04-03,13.497749328613281
2002-04-04,13.618621826171875
2002-04-05,13.684101104736328
2002-04-08,13.724390029907227
2002-04-09,13.810004234313965
2002-04-10,13.860372543334961
2002-04-11,13.517890930175781
2002-04-12,13.689142227172852
2002-04-15,13.512853622436523
2002-04-16,13.789859771728516
2002-04-17,13.825121879577637
2002-04-18,13.825121879577637
2002-04-19,13.79992961883545
2002-04-22,13.613594055175781
2002-04-23,13.54810905456543
2002-04-24,13.46249771118164
2002-04-25,13.336580276489258
2002-04-26,13.286216735839844
2002-04-29,13.170378684997559
2002-04-30,13.326515197753906
2002-05-01,13.417163848876953
2002-05-02,13.54810905456543
2002-05-03,13.48264217376709
2002-05-06,13.170378684997559
2002-05-07,13.109940528869629
2002-05-08,13.497749328613281
2002-05-09,13.336580276489258
2002-05-10,13.165337562561035
2002-05-13,13.40204906463623
2002-05-14,13.608555793762207
2002-05-15,13.543072700500488
2002-05-16,13.704248428344727
2002-05-17,13.764676094055176
2002-05-20,13.52796459197998
2002-05-21,13.40204906463623
2002-05-22,13.427242279052734
2002-05-23,13.573299407958984
2002-05-24,13.48264217376709
2002-05-28,13.341617584228516
2002-05-29,13.336580276489258
2002-05-30,13.281174659729004
2002-05-31,13.286216735839844
2002-06-03,13.024325370788574
2002-06-04,12.938701629638672
2002-06-05,13.06461238861084
2002-06-06,12.782573699951172
2002-06-07,12.822856903076172
2002-06-10,12.893370628356934
2002-06-11,12.666729927062988
2002-06-12,12.737237930297852
2002-06-13,12.440082550048828
2002-06-14,12.555924415588379
2002-06-17,13.120009422302246
2002-06-18,13.14519214630127
2002-06-19,13.019285202026367
2002-06-20,12.757390022277832
2002-06-21,12.616750717163086
2002-06-24,12.6521577835083
2002-06-25,12.530750274658203
2002-06-26,12.292986869812012
2002-06-27,12.556045532226562
2002-06-28,12.717927932739258
2002-07-01,12.454863548278809
2002-07-02,12.28287124633789
2002-07-03,12.146275520324707
2002-07-05,12.611684799194336
2002-07-08,12.54592514038086
2002-07-09,12.217100143432617
2002-07-10,11.827567100524902
2002-07-11,11.989452362060547
2002-07-12,11.812393188476562
2002-07-15,11.812393188476562
2002-07-16,11.574625968933105
2002-07-17,11.503807067871094
2002-07-18,11.104154586791992
2002-07-19,10.866387367248535
2002-07-22,10.49709701538086
2002-07-23,9.900154113769531
2002-07-24,10.49709701538086
2002-07-25,10.421212196350098
2002-07-26,10.739921569824219
2002-07-29,11.458274841308594
2002-07-30,11.483569145202637
2002-07-31,11.660628318786621
2002-08-01,11.372275352478027
2002-08-02,11.083921432495117
2002-08-05,10.648858070373535
2002-08-06,10.997923851013184
2002-08-07,11.139568328857422
2002-08-08,11.721333503723145
2002-08-09,11.822510719299316
2002-08-12,11.690985679626465
2002-08-13,11.412750244140625
2002-08-14,11.868043899536133
2002-08-15,12.014750480651855
2002-08-16,11.928742408752441
2002-08-19,12.232281684875488
2002-08-20,12.065332412719727
2002-08-21,12.090627670288086
2002-08-22,12.232281684875488
2002-08-23,11.974282264709473
2002-08-26,12.151338577270508
2002-08-27,12.040040016174316
2002-08-28,11.84274959564209
2002-08-29,11.852869987487793
2002-08-30,11.87816333770752
2002-09-03,11.296392440795898
2002-09-04,11.508864402770996
2002-09-05,11.336860656738281
2002-09-06,11.508864402770996
2002-09-09,11.690985679626465
2002-09-10,11.620157241821289
2002-09-11,11.55439281463623
2002-09-12,11.230629920959473
2002-09-13,11.316627502441406
2002-09-16,11.29133129119873
2002-09-17,11.048508644104004
2002-09-18,10.957451820373535
2002-09-19,10.578036308288574
2002-09-20,10.5281982421875
2002-09-23,10.533279418945312
2002-09-24,10.329833030700684
2002-09-25,10.533279418945312
2002-09-26,10.838447570800781
2002-09-27,10.502767562866211
2002-09-30,10.512934684753418
2002-10-01,10.9605131149292
2002-10-02,10.523107528686523
2002-10-03,10.100960731506348
2002-10-04,9.821227073669434
2002-10-07,9.51097583770752
2002-10-08,9.877174377441406
2002-10-09,9.460118293762207
2002-10-10,9.958550453186035
2002-10-11,10.482417106628418
2002-10-14,10.558710098266602
2002-10-15,11.316533088684082
2002-10-16,11.113094329833984
2002-10-17,11.443690299987793
2002-10-18,11.43351936340332
2002-10-21,11.621703147888184
2002-10-22,11.514894485473633
2002-10-23,11.519983291625977
2002-10-24,11.31145191192627
2002-10-25,11.596267700195312
2002-10-28,11.565757751464844
2002-10-29,11.4385986328125
2002-10-30,11.565757751464844
2002-10-31,11.474210739135742
2002-11-01,11.636959075927734
2002-11-04,11.73359489440918
2002-11-05,11.774287223815918
2002-11-06,11.799715995788574
2002-11-07,11.37248706817627
2002-11-08,11.31145191192627
2002-11-11,11.189382553100586
2002-11-12,11.306366920471191
2002-11-13,11.250417709350586
2002-11-14,11.591182708740234
2002-11-15,11.697990417480469
2002-11-18,11.494549751281738
2002-11-19,11.499634742736816
2002-11-20,11.789551734924316
2002-11-21,12.069279670715332
2002-11-22,11.987902641296387
2002-11-25,11.967555046081543
2002-11-26,11.642050743103027
2002-11-27,12.003161430358887
2002-11-29,11.901432991027832
2002-12-02,11.901432991027832
2002-12-03,11.72851276397705
2002-12-04,11.72851276397705
2002-12-05,11.525063514709473
2002-12-06,11.616620063781738
2002-12-09,11.392828941345215
2002-12-10,11.565757751464844
2002-12-11,11.575927734375
2002-12-12,11.525063514709473
2002-12-13,11.392828941345215
2002-12-16,11.718338012695312
2002-12-17,11.662389755249023
2002-12-18,11.443690299987793
2002-12-19,11.34196949005127
2002-12-20,11.589102745056152
2002-12-23,11.563516616821289
2002-12-24,11.461183547973633
2002-12-26,11.425363540649414
2002-12-27,11.21558952331543
2002-12-30,11.297452926635742
2002-12-31,11.256518363952637
2003-01-02,11.66584587097168
2003-01-03,11.65561294555664
2003-01-06,12.049595832824707
2003-01-07,11.916561126708984
2003-01-08,11.793763160705566
2003-01-09,12.029126167297363
2003-01-10,12.02401065826416
2003-01-13,12.05982780456543
2003-01-14,12.151927947998047
2003-01-15,11.972844123840332
2003-01-16,11.8551664352417
2003-01-17,11.819351196289062
2003-01-21,11.624911308288574
2003-01-22,11.440722465515137
2003-01-23,11.614679336547852
2003-01-24,11.169537544250488
2003-01-27,11.000689506530762
2003-01-28,11.159302711486816
2003-01-29,11.179773330688477
2003-01-30,10.898360252380371
2003-01-31,11.113252639770508
2003-02-03,11.138834953308105
2003-02-04,10.872777938842773
2003-02-05,10.770442962646484
2003-02-06,10.64252758026123
2003-02-07,10.57089614868164
2003-02-10,10.64252758026123
2003-02-11,10.49414348602295
2003-02-12,10.361115455627441
2003-02-13,10.437861442565918
2003-02-14,10.673227310180664
2003-02-18,10.84207534790039
2003-02-19,10.816496849060059
2003-02-20,10.714156150817871
2003-02-21,10.872777938842773
2003-02-24,10.586247444152832
2003-02-25,10.688576698303223
2003-02-26,10.565780639648438
2003-02-27,10.719278335571289
2003-02-28,10.770442962646484
2003-03-03,10.652765274047852
2003-03-04,10.499266624450684
2003-03-05,10.6476469039917
2003-03-06,10.499266624450684
2003-03-07,10.591362953186035
2003-03-10,10.207618713378906
2003-03-11,10.038771629333496
2003-03-12,10.054118156433105
2003-03-13,10.483915328979492
2003-03-14,10.529960632324219
2003-03-17,10.85230827331543
2003-03-18,10.913710594177246
2003-03-19,11.072322845458984
2003-03-20,11.087671279907227
2003-03-21,11.368810653686523
2003-03-24,10.973058700561523
2003-03-25,11.055293083190918
2003-03-26,11.003896713256836
2003-03-27,10.937080383300781
2003-03-28,10.926804542541504
2003-03-31,10.669825553894043
2003-04-01,10.952502250671387
2003-04-02,11.24032211303711
2003-04-03,11.188920021057129
2003-04-04,11.301996231079102
2003-04-07,11.343108177185059
2003-04-08,11.343108177185059
2003-04-09,11.183777809143066
2003-04-10,11.276294708251953
2003-04-11,11.271156311035156
2003-04-14,11.497298240661621
2003-04-15,11.692598342895508
2003-04-16,11.533278465270996
2003-04-17,11.738861083984375
2003-04-21,11.697746276855469
2003-04-22,12.057513236999512
2003-04-23,12.144890785217285
2003-04-24,11.893048286437988
2003-04-25,11.764564514160156
2003-04-28,11.970139503479004
2003-04-29,11.985560417175293
2003-04-30,12.011263847351074
2003-05-01,12.006121635437012
2003-05-02,12.196287155151367
2003-05-05,12.144890785217285
2003-05-06,12.237401962280273
2003-05-07,12.16031265258789
2003-05-08,12.021541595458984
2003-05-09,12.098628997802734
2003-05-12,12.237401962280273
2003-05-13,12.201421737670898
2003-05-14,12.196287155151367
2003-05-15,12.319639205932617
2003-05-16,12.35047435760498
2003-05-19,12.016401290893555
2003-05-20,12.026679039001465
2003-05-21,12.05237865447998
2003-05-22,12.08835220336914
2003-05-23,12.13460636138916
2003-05-27,12.355608940124512
2003-05-28,12.50466537475586
2003-05-29,12.371030807495117
2003-05-30,12.622873306274414
2003-06-02,12.735941886901855
2003-06-03,12.807894706726074
2003-06-04,12.992923736572266
2003-06-05,13.075155258178711
2003-06-06,13.0648775100708
2003-06-09,12.792479515075684
2003-06-10,12.900411605834961
2003-06-11,13.095714569091797
2003-06-12,13.07001781463623
2003-06-13,13.023762702941895
2003-06-16,13.342418670654297
2003-06-17,13.3372802734375
2003-06-18,13.208786010742188
2003-06-19,12.895269393920898
2003-06-20,12.934513092041016
2003-06-23,12.733142852783203
2003-06-24,12.805429458618164
2003-06-25,12.722807884216309
2003-06-26,12.831243515014648
2003-06-27,12.722807884216309
2003-06-30,12.676339149475098
2003-07-01,12.826082229614258
2003-07-02,12.986146926879883
2003-07-03,12.924187660217285
2003-07-07,13.14621353149414
2003-07-08,13.233996391296387
2003-07-09,13.21334171295166
2003-07-10,13.02229118347168
2003-07-11,13.20301342010498
2003-07-14,13.450859069824219
2003-07-15,13.378570556640625
2003-07-16,13.31144905090332
2003-07-17,13.089417457580566
2003-07-18,13.24948501586914
2003-07-21,13.094582557678223
2003-07-22,13.223665237426758
2003-07-23,13.18236255645752
2003-07-24,13.125564575195312
2003-07-25,13.435371398925781
2003-07-28,13.383739471435547
2003-07-29,13.239157676696777
2003-07-30,13.244325637817383
2003-07-31,13.228838920593262
2003-08-01,12.97065544128418
2003-08-04,12.986146926879883
2003-08-05,12.774441719055176
2003-08-06,12.950005531311035
2003-08-07,13.011961936950684
2003-08-08,13.073925971984863
2003-08-11,13.048113822937012
2003-08-12,13.20301342010498
2003-08-13,13.104912757873535
2003-08-14,13.228838920593262
2003-08-15,13.21850299835205
2003-08-18,13.233996391296387
2003-08-19,13.21850299835205
2003-08-20,13.187527656555176
2003-08-21,13.187527656555176
2003-08-22,12.934513092041016
2003-08-25,12.980992317199707
2003-08-26,13.006802558898926
2003-08-27,12.955162048339844
2003-08-28,13.011961936950684
2003-08-29,13.073925971984863
2003-09-02,13.306281089782715
2003-09-03,13.332098960876465
2003-09-04,13.275303840637207
2003-09-05,13.21334171295166
2003-09-08,13.342428207397461
2003-09-09,13.275303840637207
2003-09-10,13.058438301086426
2003-09-11,13.115240097045898
2003-09-12,13.135889053344727
2003-09-15,13.135889053344727
2003-09-16,13.290788650512695
2003-09-17,13.31144905090332
2003-09-18,13.631587028503418
